,chat
1,내가
2,단톡을
3,팠습니당
5,와아
6,모두
7,오랜만
8,진짜
10,출로
11,열심히
12,가는
15,벌써
17,어디서
18,오는
20,맞아
22,수원에서
23,가는
24,중이야
28,분쯤
29,도착할
31,나도
32,쪼금
33,빨리
34,도착할
38,이제
39,끝나서
41,늦을꺼
42,같아
44,둘이
45,만나서
46,먼저
47,들어가
48,있오
49,웅웅
50,알았오
51,몇시쯤
52,도착해
53,언닝
56,분쯤
59,오키오키
60,조심히
63,먼저
64,자리잡고
65,시켜둘겡
66,옹옹
67,고망휴
69,우리
70,어디가
75,부터
77,언저리에
78,술집
79,많으니까
80,고르쟈
81,종각역
82,맞지
88,지금
89,신설동
90,지나는
93,맞아
94,나도
96,와감
97,키키
99,출로
102,지금
103,종로
105,달려갈게
106,먼저
107,가있엉
109,샵검색
110,경성주
112,종각
113,여기야
114,응응
115,둘이
116,만났어
118,웅웅
119,언니
121,나가
122,사끼
124,먹을래
125,아니면
126,숙주
127,철판
128,볶음
129,먹을랭
130,아니면
131,다른
133,먹고
134,싶은
136,있어
140,좋아
141,미단이
142,먹고
143,싶은
146,먹어
147,안돼
148,골라야
152,그럼
153,탕으로
154,부탁드려요
158,금방
161,이제
162,종로
164,웅웅
165,들어오면
166,전화행
168,도착해써
174,저도
175,도착
176,다음엔
177,일찍
178,보는
179,걸루
180,맞아
181,맞아
182,구랭구랭
