,chat
0,카메라
1,챙겨와요
3,이것도
4,너무
5,웃곀
7,개웃곀
9,맞다
10,맞다
11,카메라
14,웅웅
15,이번엔
16,찍는
18,알았으니
19,잘할
21,있어
23,맞앟
26,내일이네
27,진짜
28,시간
30,이렇게
31,빠르대
32,그치
33,갔다오면
34,쯤이야
35,아니
38,금방
39,금방
40,간다
42,가는
43,중이야
45,헤헤
46,아니
47,아니
48,점저
49,먹어
53,먹어
54,먹고
55,우물머리
56,가서
57,핫도그
58,먹는대
59,지금
60,연잎정식
61,샵검색
63,우물머리
65,핫도그
66,맛집인가보네
67,맞앜
70,살크업
74,기대해도
76,계속
78,주물주물
79,해야징
80,볼도
84,토끼
85,몸매
86,가능
89,볼도
91,그럼
92,그럼
95,너무
96,귀엽겠다
98,진짴
100,아니
101,너무
102,좋아하는
104,아냐
107,호우
108,객프
109,성적
110,나왔어
111,오잉
113,안뜨는데
114,파일
117,성적표
118,화목반
120,여기
122,당신
123,정말
124,친절하다
127,어차피
128,알게
129,될꺼
131,기말
132,몇점
133,만점이야
134,모르겠어
136,일단
137,핫도그를
138,먹고
139,메일을
140,보내야지
142,오오
143,짱크다
144,한끼
145,식산데
146,대존맛
149,소세지도
150,큰데
151,진짜
152,맛있어
154,명랑핫도그보다
155,훨씬
157,약간
158,다른
159,맛있음이냐
163,알바
164,왔어
167,근데
168,저번에
169,시부터라고
170,하지
171,언았어
172,아냐
173,아냐
174,시로
175,당겼어
176,크리스마스엔
177,시까지
178,가기루
179,하구
180,아하
181,웅웅
183,화이팅
184,오빠
185,알바
186,끝나면
187,나도
189,갔겠다
190,그러게
191,피곤하진
192,않아
193,하루에
194,열시간씩
195,자고
196,차에서도
197,자서
198,갠춘
199,이따
200,밤에
201,학사가
202,여구
204,학사에서
205,오려구
207,그게
208,편한가
212,학사에서는
213,한시간
214,컷이야
215,집에서는
216,두시간
217,반이곸
220,엄청
221,차이나네
222,오늘
223,완전
224,한가해
226,수욜날
227,알바
228,안와도
229,괜찮대
230,오오오
231,나는
232,도착했어
233,집에
234,오오
235,수고했다
236,나는
237,오늘
238,내가
239,요리중
243,만들았엉
244,돈까스
245,알바
248,잠시
251,웅웅
252,객프
253,메일
254,넣기
255,나도
256,나도
258,애들은
260,아직
261,집인거얔
263,시에
264,만나는데
266,막걸리
267,마셔
269,개웃곀
270,다향이넼
273,메일
274,배불러어어어어
276,빈대떡
277,먹었어
280,토끼
281,귀여워
286,왔어
288,엄청
289,일찍
290,왔넹
292,맞아
293,배도
294,부르고
295,해서
296,일찍
297,왔어
299,내일
300,몇시에
301,출발해
305,나도
306,아마
307,그쯤
310,오호
311,짐은
313,챙겼어
315,그럼
316,그럼
317,근데
318,사실
319,거기
320,거의
322,있잖아
323,그렇긴
324,하지
325,그래도
326,씻을껀
327,챙겨야짘
330,클렌징
331,티슈
333,우리
334,사실
335,엠티
336,가는
337,거지
340,귀여워
341,토끼
342,내일
343,안추울
345,같아
346,맞아
347,맞아
348,필름카메라에
349,타이머는
350,없지
352,아마도
356,삼각대
357,있으니까
358,아아
359,삼각대
360,응응
361,아쉽다
362,헤헿
363,이번엔
365,가져왔어
367,엄청
368,많은데
369,맞앜
372,숙소
373,이쁘면
374,숙소에서도
375,찍자
376,웅웅
377,이틀이니까
379,지금
382,천원
383,남았더리
384,오호
385,그거
387,먹는
388,값이니까
389,괜찮을
391,맞네
392,맞네
393,다녀와서
394,정산한
395,다음
396,메모장에
397,써놔야지
398,다른
399,여행
400,계획
403,참고하게
404,그래
405,그래
407,얼마나
408,먹으려나
409,궁금하다
411,위대한
412,여행
414,홍은
417,쌀어
419,아니
420,아니
421,내일
422,씻구
423,한번에
424,싸려구
425,아하
426,그래
427,그래
429,아까
430,산책
431,갔다가
432,삼각대만
433,넣어놨어
434,씻고
435,짐싸고
436,계속
437,연플리
438,봤어
441,이제
442,진짜로
443,메일
444,넣어야
447,지금
448,넣으면
449,안좋아하실
450,수도
451,있지
452,않을까
454,그럼
455,내일
456,일어나서
457,넣어야지
458,희희
459,그래
460,그래
462,근데
463,보낼지
464,말지
466,핑계로
467,밍기적
468,대다가
469,자야지
470,고민이야
471,아하
472,나는
473,번은
474,점수가
475,있는데
476,번은
477,점이라서
479,문제가
481,이거든
482,보내야
485,웅웅
486,근데
488,까진
489,아닌
491,같은데
492,다른
493,사람들
494,성적을
495,봐도
496,대다수가
498,이더라고
500,진짜
501,흐음
502,그래서
504,고민이야
505,흐음
506,그리고
507,이게
508,보내서
510,정도
511,받으면
512,등급이
513,차이
516,같은데
517,그게
518,아니면
519,똑같을
521,그래도
522,나는
523,궁그매
524,어디서
525,어떻게
526,까였는징
528,사싱
529,확랜은
530,점수가
531,어떻든
533,그렇구나
534,이런데
535,객프는
536,뭔가
537,궁금해서
538,근데
539,친구가
540,답장
541,왔는대
543,메일이
544,많이
545,와서
546,웅웅
547,그냥
548,친구랑
549,비교해보세요
551,이렇게
552,왔대
553,아닠
555,독강러
556,들은
557,어떡행
559,그니깤
561,넘나
562,무책임
563,너무해
564,그래도
565,내일
566,지하철에서
567,넣어보기는
568,할래
571,그래
572,그래
573,진짜
574,너무
576,이불
577,속에서
578,그니깤
580,친구랑
581,비교해보세요는
583,베개
584,끌어안고
585,너무
586,했어
587,엉엉
588,울어야지
592,내일
593,울어
594,나랑
595,있을
598,내일
599,응응
600,하루만
601,참아
602,알았엌
605,대신
606,울음을
607,방해하지마
608,개웃겨
610,으응
611,펑펑
612,울어
613,근데
614,미다
615,니가
616,펑펑
617,울면
618,나도
619,울지도
620,머르겠다
623,홍은
626,사실
627,진짜
629,생각은
630,없엌는걸
633,미다니
634,울면
635,속상하니깤
637,홍은
640,말해
641,아하
643,앟은
644,뭐야
645,부끄러
646,으응
656,몇시에
657,자게
660,분에
665,이야기
666,할려소
668,쓰고
669,있었어
671,아무튼
672,분에
673,개웃곀
674,잘려구
675,미다니는
679,읽다가
680,자고
681,싶은데
682,너무
683,늦게
685,삫이라
686,고민
688,늦게
689,자면
690,피곤해
692,일찍
693,자자
694,우웅
695,내일
696,연락행
699,웅웅
700,잘자요
702,쎄해서
703,깼는데
704,생리터졌넹
705,약이나
706,챙겨
707,가야
710,그래래
711,그래
712,그래
713,컨디션은
714,괜찮아
715,쪼끔
716,짜증이
717,나고
718,졸리지만
