,chat
0,미다
2,우리
3,단톡에
5,초대점
6,아아
7,웅웅
9,고마웡
13,미다
16,오늘
17,영화
18,태혁이라우
19,봤는데
20,우리만
21,극장에
22,있었오
25,대박이닼
27,진짜
28,아무도
29,없어서
30,맘껏
31,떠들었엌
33,개꿀이다
34,대관인데
35,거의
38,히히
39,마스크도
40,벗고
41,완전
42,편히
43,봐써
44,히히
46,봐써
47,오픈
49,도어
50,샵검색
52,오픈
54,도어
56,러시아
57,공포영화라니
58,찐일
60,가타
61,태혁이는
62,만족하더라궁
63,근데
65,귀신
66,나오지는
67,않궁
68,오오
69,나는
70,넘나
71,쫄보야
73,홍재한테
74,안겨서
75,보면
78,남자친구
79,통과
80,테스트
82,하나가
83,담력이야
86,홍도
88,질끈
89,으악
90,약간
91,이래
93,안돼언돼
95,덩치로
96,뭐하는
97,거야
100,그치만
101,피나오는
104,보더라
106,미다
108,요즘
109,머해
110,요즘
111,알바와
112,과제와
114,진짜
115,존나
116,살쪄서
117,돼지라이프야
118,간간히
119,홍을
120,만나거나
121,친구를
122,조금씩
123,만나고
124,잌어
126,행복하겠다
127,오잉
128,레깅스
129,새러
130,샀는데
131,진짜
132,몸을
133,꾸겨넣었어
137,아냐
138,언니
139,힘들어서
140,살빠지는
142,보단
143,나아
144,나도
145,돼진데
146,그렇게
147,정신
148,승리중
149,오늘도
150,서영이랑
151,닭쏘
152,조지러
157,최근에
159,이즈
161,조짐
164,좋지
165,맛있겠다
167,아니
168,근데
170,어제
171,태혁이랑
172,육회조지고
176,안좋아서
177,큰일남
182,어쩌다가
183,신선도가
184,낮았나봐
186,그렇구만
188,금은
190,어때
193,나와서
195,돌아다니니
197,괜차낭
198,다향이당
200,아푸지마
201,진챠
202,아프면
203,가만
204,안도
206,꺄아
208,귀엽자나
212,히히
214,초딩
215,가르치는데
217,동생이
218,자꾸
219,들어와
221,엄마가
222,저지를
223,안해
224,미칠
226,같앜
229,싫아
231,초딩은
232,먗살이야
235,동생
239,아앗
240,너무
241,극혐인데
244,이러고
245,산다
246,흑흑
247,힝구
249,오늘
250,지이이
251,인짜
252,오랜만에
253,서영이를
254,만났오
256,뭐하고
258,먹어쏭
259,닭발
260,소주
264,와서
265,아이스크림도
266,먹었어
267,아주
268,갱장히
269,아직도
270,배불렄
