,chat
0,미단아
3,샀는데
6,갑자기
8,생각남
13,보고
14,싶어유
16,나두
20,술머걸
21,취했네
24,취했어
28,보고
29,싶어유
31,언제
32,만나지
33,그러게
35,언제
36,한가해
39,최소
41,종강
46,계절학기
47,들음
48,듣고
49,여행도
50,간다
54,주말이나
55,월에
56,만나쟈
58,그냥
59,만나지
60,말자
61,아냐
64,이로지마
65,못만날
66,운명
69,방학
71,모행
72,나는
73,계획
74,없어
76,부럽따
77,종강
78,언제
82,수욜
84,와웅
85,주말에
86,계속
87,섭으이
90,하지
94,알바
95,쉰당
96,월까지는
97,서울에서
102,오오
103,부럽다
104,알바
105,쉬는
107,학기
108,때부터는
109,아예
110,아무갓도
111,안할까도
112,진지하게
113,고민중이야
116,마자
119,생각해
120,근데
121,그러기에
123,너무
124,쪼달림
125,아니
126,가래서
127,그래서
128,우린
129,못만나
132,끊겨
135,아냐
136,내가
137,지금
139,나중에
140,연락할게
141,웅야
142,기말
143,힘내구
145,이해해줘서
146,고마워
147,륜경아
149,교통사고
150,나서
151,화요일
152,새벽부터
153,병원이야
155,교통사고
156,많이
157,다쳤어
159,화요일
160,새벽
161,야야
162,미단아
163,마리몬드
164,팬클럽
166,뽑음
167,너해라
169,제발
170,그거
171,활동
173,제부터야
177,두달은
179,있어야
180,목발
182,그거
183,학기
185,그거
186,사정
188,봐주니까
189,괜차나
190,내가
191,말하면
192,되징
193,진짜
194,혜택이
195,엄청나다
198,피스가
199,드너랑은
200,달라
201,헤헤
202,조와
204,알려죠
206,고마오
207,헤헿
208,공홈
209,들어가면
210,있어
213,열릴거야
215,알려줄게
216,내가
218,고마워
219,흡흡
221,내가
222,뜨면
223,알려줄게
225,해라
228,내가
229,신청서
230,썼던
232,피핕티도
234,보내줄게
235,그거
236,참고해서
238,고마워
240,이케저케
241,해봐
242,내가
243,슬쩍
244,귓뜸도
245,하줄게
247,고맙다
249,진짜
251,챙겨줘서
252,고마워
257,대박
262,뜨면
263,알려줄게
264,글구
266,피피티
267,같은
268,것도
269,내가
270,보내주고
271,뭐지
274,우리
275,행사
276,왔던
277,것도
278,어필해
280,웅웅
283,고맙다
284,너무
286,미안할
287,정도로
289,모고
290,싶어
293,정말
294,나두욤
295,할말이
296,무척이나
297,많은데
298,이번
299,학기
300,많은
301,일들이
302,있었움
304,병원이
305,어디얏
306,마자
308,내가
309,갈겟
310,경희
311,의료원
313,무슨
314,일이
315,있었는데
317,그러면
319,담주에
320,갈게
321,그냥
324,그랭그랭
327,찌드는
328,중이야
330,만나서
331,말하려
332,했는데
334,할머니
335,보내드렸어
336,그랬구나
338,마음고생
339,많았겠다
340,안아주고
341,싳어
343,이제
344,일상으로
345,돌아오려고
346,노력하고
347,있어
348,뜻대로
349,되지는
350,않지만
352,우리
353,륜경이
355,힘들었어
357,시간이
358,약이라는
360,밖에는
361,진짜
363,들었겠다
364,마음고생
365,많았을
367,같아
371,맞아
372,너나
373,나나
378,얼른
379,해랏
380,내일
381,인스타에
382,홍보글
383,올려야
387,파일
388,마리몬드
391,팬클럽
392,지원서
393,이륜경
397,미단
400,신청해
401,진짜
402,안하면
403,때릴거야
404,고맙다
405,륜경아
409,어제까지는
410,물리치료랑
412,맞느라
413,못했곸
415,주말에는
416,치료
417,없으니
419,신청할게
420,신경
421,써주고
422,챙겨죠서
423,고마오
426,통화
427,가능할
429,전화주
431,내일
432,낮에
433,해두
436,치료
437,받고
438,오니까
439,병실분들
440,다들
441,주무셔서
443,우아아아아가
444,미단아
445,그거
446,신청해
450,하구
451,있닝
453,팔아
454,미단아
455,당연허지
458,근데
460,구매물품이
462,에코백밖에
463,없쪄
465,피스가
466,드너
467,활동한것도
469,적어
472,옷이랑
473,헤어타이
474,이런
477,올렷
480,해여해
481,왜냐면
482,나랑
483,활동
484,같이
485,하거덩
486,개조와
488,그리고
489,혜택도
490,개쩌는걸
491,맞아
493,미쳤더라
497,해랏
498,미단
499,하고
500,나한테
501,검사맠아
502,이번주
503,까지라며
504,뱃지도
505,있자
507,미단아
511,륜경
513,물어볼
515,있는뎅
518,피피티
519,만든거
520,내용
521,양식은
522,똑같은데
523,구글폼에
524,작성하게
525,되있거든
527,팬인걸
528,인증하는
530,빼구
531,근데
533,신청할
534,때는
535,양식이
536,아예
537,전체
538,자유
539,작성이여써
540,아니면
541,구글폼인데
542,너가
543,피피티
544,따로
545,만든거얌
546,후자다
547,근데
548,그거
549,그냥
550,피피티에
551,담았다구
552,하고
553,피피티
554,설명이라고
555,해도
560,오키오키
562,하구
563,있나요
564,미단
566,어제
567,템플릿
568,만들어쪄
569,허거덩
571,나름
572,재활
573,운동하고
574,치료받고
575,뜸뜨고
577,맞느라
578,바빠
579,이제
580,내용만
581,넣음
583,내일까지야
586,거의
587,일일
588,재촉붕
589,미단이는
591,해야
593,웅우유
595,근데
596,내가
597,성임님이랑
599,다른
600,크루님들도
602,안다
606,내가
607,병원에
608,있어서
609,그리고
611,바꾼지
613,안되서
616,자료가
617,없어서
618,걱정이야
620,그때
621,와가지구
624,바꿨어
628,있는데
630,마리몬드
632,입고
635,내가
636,보내줄게
637,이따
639,글고
640,피스가
641,드너
642,페북
643,페이지
644,들어가도
645,사진은
646,있자
648,웅웅
649,고마오
651,근데
652,환자인
653,내용도
654,일단
655,담으려구
657,근데
658,내가
659,쓰던
660,포스트잇이나
661,노트나
662,이런
664,사진을
665,못담아
669,그런
670,것도
672,담아
673,워드로
674,주절
675,주절
676,써서
677,합격한
678,사람도
679,많으니까
680,굳이
681,그런게
682,아니더라도
684,보일듯
685,웅우유
687,고맙따
688,미단이
689,보러
690,가야
691,하는데
694,바쁘냐
695,요즘
697,대체
698,히히
699,한가할
703,좋앗
706,내가
707,한가해지면
708,갈게
714,애기
715,애기햌
717,얼굴
720,뭐냐고
724,륜경
725,하이라는
727,하루에
728,앉아있을
730,이는
731,시간
732,분이라구
733,그동안
734,찍어쪄
736,세상에
738,미단
739,엄청
740,많이
741,나아져써
743,이제
744,걸을
746,있어
749,전도
750,목발
751,짚는데
752,진짜
753,느려
755,층꺼자는
758,있엏
760,세상
762,그럼
763,뭐해
764,밥은
765,괜찮니
766,거기
767,밥은
768,별로야
769,정말
771,혈압재고
772,물리치료
775,두번
776,전기침
778,이런
780,하느라
781,나름
782,바빠
783,취침시간
784,시부터
785,시까지
787,그래서
788,로즈마리
789,준비하기가
790,너무
791,힘들엌
794,오늘
795,거의
