,chat
0,스타벅스
5,심미단님이
6,스타벅스
10,선물하셨습니다
11,언니
12,생일
13,너모
14,너모
15,축하해
19,마쟈
20,우리
21,서로
22,들을
23,얘기망
26,미단이
27,남댜틴구
28,생긴거
29,실제로
30,듣지도
31,못했당
33,언능
34,보고
35,싶어
36,지유랑
37,현진이랑
38,언능
39,다시
40,돼지홈파티
41,하자
42,그때
43,완전
44,꿀잼이렀다구
46,이제는
48,패션
49,후르츠
50,청도
51,사서
53,맛잇게
54,타줄
55,수리다구
56,언능
57,만나쟈
59,선물도
61,쓸게융
64,샤능해
65,돟아
67,나두
69,히히
71,그때
72,한신에서
73,말하려다가
74,타이밍
75,못잡았다구
77,하여튼
78,빨리
79,만나쟈
82,그때도
83,사귀고
84,있었던
85,거야
87,미쳐
89,그로묜
90,엄청
91,오래된거
92,자나
94,모여
97,맞아
99,그때
100,두달
101,남짓
102,이었나
103,그때
104,말할
106,재다가
107,다른
108,얘기로
109,자꾸
110,넘어가버럈지
111,모얕
113,말부터였엌
116,대박
117,미쳤다
120,안해줬냐고
121,진짜
122,일도
123,몰랐어
125,으악
127,당장
128,만나야
129,하는디
131,국캠이지
133,마져
136,국캠에서
137,자취해
138,친구랑
141,언닌
142,요즘
143,뭐하고
144,지내
148,요즘
149,기사
150,공부밖에
151,안해
154,미다니
155,보고
156,싶다
157,그리워
158,아주
160,나도야
162,엉엉
163,진짜
164,지유
165,올라오면
166,만나쟈
167,넷이
168,헤헤
171,조아
172,근데
173,미단이는
174,그럼
175,졸업
176,때까지
177,계속
178,국캠레
179,있은
180,거야
181,너무
182,슬프자낭
184,남자친구는
185,무슨
186,과양
187,웅웅
188,맞아
190,헤헤
191,남자친구는
192,전자공학과
194,국캠씨
195,씨야
