,chat
0,안녕
1,여러분
2,요정이
3,간대
5,구경만
6,할게
7,구경만
8,꺄아악
10,구경만
12,만원만
13,써야지
15,이만원만
17,인정
18,기대중
19,꺄르륵
22,시에
23,어디
24,동묘역
25,출인가
26,출이였는데
27,거기
33,안되나요
34,밥약이
35,시라서
40,이거
41,타고
42,간당
44,오옹
45,시반
46,좋아유
47,오퀴
48,내일
49,미세먼지
50,안좋을
52,같다니깐
53,다들
54,조심히
55,오셔
60,스윗서영
61,아싸
62,오늘
63,학사에서
64,시에
65,모여서
67,훈련한댛
68,빠지는
70,개이득
74,개꿀
75,근데
76,그냥
78,빠져도
79,되는
80,거랴
81,웅웅
83,그냥
86,사실에
87,있는
88,사람만
89,하는
90,거얌
92,다행이네
95,미다니
96,배아픈
98,괜찮아
99,옹옹
100,어제
101,요양
102,제대로
103,했닿
105,다행이다
109,고마옹
112,이따
113,다들
114,현금
115,가져와야
120,미단이
121,아팠어
124,오늘
125,괜찮아서
126,다행이네
128,아아
129,생리통
131,아하
134,그게
136,고통이지
137,너가
139,안햇르면
140,현금
141,가져가는
143,까먹을
147,천원짜리
148,추천합니당
150,오퀴
156,현금
157,뽑는
159,깜빡했엌
162,조금
163,늦을
165,엉엉
166,어엌
168,웅웅
169,천천히
170,오셈
173,또륵
174,혹시
175,현금
176,뽑을
177,사람
178,뽑아다
179,줄까
182,오오
186,보내줄겡
187,만원짜리
188,깰려면
189,웅웅
191,얼마나
192,뽑아여
193,괴지
194,편의점에서
196,사야할꼬
197,나는
198,분명
199,구경만
200,한다고
201,했는데
202,오만원
203,챙김
205,한벌에
208,정도
211,오마
214,아니
215,요정잌
217,요정뱅크야
222,현금
223,챙기라
224,길랱
225,집에
226,있는
229,들고
230,와쎀
233,멋져
235,배운
236,사람
238,내뤼
240,지금
241,은행이얌
242,이거
243,진짜
244,어떻게
245,바꿔가
247,정안되면
248,가다가
250,사넛자
252,사먹다
255,좋암
257,그럼
258,일단
259,그냥
260,가야겠다
263,분에
264,동묘
265,도착이염
267,뎨동핮니다
268,흑흑
270,우리는
272,효정은
273,나도
278,우리
279,그럼
281,잔돈이나
282,깨고
283,잇을게
284,그리거
285,화장실
286,일간
288,일단
290,오디야
292,다들
293,만났니
295,우리
297,나오면
298,바로
299,잇는
300,구제샵
301,아아
302,거기
304,이제
305,덩대문
306,환승행
307,호다닥
308,가겠읍니다
309,천천히
310,오셈
312,출로
313,나오면
315,근처에
316,있어
321,내렸엉
323,나오면
324,전화
326,국민
330,갔닝
335,땡큐
337,치마
338,너무
339,마음에
340,들어
341,주머니도
342,있음
344,오오
346,샀네
347,근데
348,니네
351,샀어
352,진짴
354,그리고
355,나는
357,먹었지
359,맛있었어
361,요정
363,안아파
366,와서
367,바로
368,약먹고
369,지금
370,제육
371,볶음도
373,먹었닼
378,닭발도
379,먹을거야
382,됏다
384,나도
385,가서
386,입러봐여지
388,요정아
389,그러다가
390,큰코
391,다쳐
392,조금씩
393,먹어
395,응응
397,옹옹
399,대외활동은
400,끝나쏘
402,지금
403,뒷풀이
404,중이야
405,외국
406,교수님
408,다른
409,학교
410,학생분들이랑
411,이야기
414,와우
416,멋쪄
417,재밌겟당
419,나는
420,통학이라
422,벌임
423,응응
425,나리
426,잘가
428,서영이도
429,조심히
431,그랑
432,두랑
437,이제야
438,입어봤는데
439,생각보다
441,이쁨
444,다행
445,엉엉
447,동묘
448,맛집이지
453,맞아
455,예쁠
457,같아쎃
458,동묘
459,진짜
460,짱임
463,리얼
464,맛집임
469,이거
470,작년에
471,얼마
472,썼더라
474,줄무늬
475,나무
476,이뻣지
478,천원인가로
479,산것들임
483,맞어
484,나시
485,세트도
487,취향
488,오오오오오
491,뭐야
492,대박이다
493,진짜
494,잘건지는구나
496,치마
497,너무
498,마음에
499,드는데
500,월요일이나
501,수요일에
502,입고
503,가께
504,나도
505,입고
506,가야지
508,친구
509,서영이
510,등파진
511,친구는
512,학교에서는
514,보려낳
517,때문에
518,못입을
522,기대
523,입더라도
525,반팔
526,입고
527,입겟지
529,등파진
530,친구
531,노반팔오
534,담에
535,가즈아
541,그래서
542,미단이
543,치머
544,입고
545,오니
546,히히
547,고민쓰
548,입자
551,내일
552,아영이랑
553,와인
554,먹기로
555,해써
559,개뜬금
561,입을지
562,고민
563,우옹
566,마시면
567,치마
568,안입어
569,꽐라
570,될까봐
574,현자네
575,와인
576,맛있겠다
579,와인
580,한잔
582,맞앟
584,조심히
585,다녀오셔
587,마쟝
589,와인
590,좋겟다
592,미도
594,오늘
595,그래서
596,치마
597,입엇어
600,수요일에
601,입을려구
604,밀당
607,밀당이
608,수준급이군
610,그니까
613,미단아
615,와인
616,마신
618,어디야
619,샵검색
620,혜화
621,오늘
622,와인
623,한잔
624,요기
626,오늘
627,와인
628,한병과
629,치즈
630,플래터를
631,조지기로
632,해써
633,최고의
634,사치
637,좋겟다
638,오옹
639,회기가
640,아니고만
641,맞암
643,히히
644,이번주
645,개덥대
646,얘드랑
647,으어
648,근데
649,오늘
651,꾸리꾸리
654,그러게
655,비오려나
656,설맠
663,으억
664,에반데
665,그넫
666,저때
667,생리학
668,듣지
669,않으깧
671,강수확률도
672,그렇고
673,그냥
674,우산
675,안들고
676,와야지
677,수업
678,꿑나고는
679,언오겟지
680,안오겟쥐
681,안오길
682,바람
684,나둫
687,미도
689,오을
690,완전
691,예쁨
693,놀로
694,가는
695,복장쓰
699,인죵
700,그래서
701,우리
702,금요일에
703,노나요
704,고마오
705,고민중
707,야아
708,놀자
712,노는
714,진짜
715,좋고
716,잔나비도
717,보고
718,싶음
720,그런데
721,쩜쩜
722,통학쓰
723,나야
724,어차피
725,알바할거라
726,시나
727,시까진
728,실험실에
729,있을
730,거당
732,아쉽
733,내뤼의
734,고민에
735,달린
736,건가
738,그렇다면
739,기기기다
741,아무래도
742,잔나비는
743,봐야겠음
744,근데
745,그거
746,공연
747,늦게
748,할텐데
749,끝나고
751,마실
752,시간이
753,있으까
755,그치
756,아니
757,나빼고
759,통학러잖아
763,그러게
764,흐음
765,술은
766,목요일
767,요정이
768,약속
771,다음에
773,놀면
774,되쥬
775,인정띠
776,마죠
779,그러면
780,일단
785,화수목
786,시작하는
788,보고
789,차후에
790,이야기
791,해봅시다
793,좋아
794,오퀴
795,우리
796,내일
797,여섯시에
798,보는
799,건가요
801,가수들
802,되게
803,늦게
804,오던데
806,그러면
809,근데
810,그냥
811,만나자
812,알바
813,탈출하고
814,싶을
816,같아
817,우리
818,밥먹고
819,모이니잉
821,나는
822,아닝
823,해장하고
826,나두
827,아닝
829,그럼
830,우리
831,몇시에
832,만나
835,같이
836,저녁
837,멀을까
839,아니면
840,푸드트럭이나
841,배달도
842,좋을
846,좋아
849,좋지
851,푸드트럭
852,스캔해보고
853,별거
854,없으면
855,배달두
856,좋을
860,저녁
861,맛나게
862,먹으셩
863,너는
864,먹고
866,명식이
867,저녁
868,안먹고
869,오니까
870,아하
871,맞당
873,오퀴오퀴
874,효정
875,샵검색
877,오뚜기
879,사비
880,쫄면
881,이거
882,나쁘지
883,않다
886,리얼
887,나쁠거
888,닽이
889,생겻는데
890,공짜라서
891,그런가
893,뭣보다
894,소스가
895,엄청
896,많이
897,들어서
898,다른
899,볶는
900,면처럼
901,힘들여서
902,소스
903,안짜도
904,되더리
906,사비
907,때문인지
908,꼬막장이나
909,골뱅이
910,먹고
911,싶어지는
914,오늘
915,동묘
916,가방
917,들구간댜
918,오옼
919,쫄면
920,오옼
921,가방
922,오늘
923,너무
924,덥다
925,반바지
926,입을
928,인정
929,오늘
930,찐다
931,완전
934,잠만
935,오늘도
936,팔찌
937,받아여
938,되나
941,나는
942,이미
943,늦은
945,같다
946,시에
947,잇긴
949,자치회비
951,사람
952,한정
953,나는
954,못가
955,또륵
957,나도
960,알바
961,가야짛
964,다들
965,안가는군
966,그럼
967,나도
969,미도나
970,나도
971,동묘에서
973,저지
974,가져옴
976,나는
977,너무
978,힘들어서
979,그냥
980,퇴근해버려따
984,다들
985,어댜
986,그럼
988,나는
989,응봉
990,경중타고
991,가는
993,아잌
996,동대역사야
997,슬슬
998,갈깡
999,나는
1001,먹는
1005,오오
1006,서영이는
1007,신촌이야
1008,미도
1009,니는
1010,슬슬
1011,오면
1012,될듯
1014,아니
1015,아니
1017,일찍
1018,오면
1019,일찍
1020,만나서
1021,일찍
1022,먹자
1024,도시락
1025,파스타
1028,도시라
1030,스타
1031,오오
1032,거기
1033,별루라던데
1034,갠춘아
1035,흐음
1036,음식이
1037,맛잇다
1038,이거보단
1039,분위기
1040,때문에
1041,맛잇는
1043,어느
1044,정도는
1045,잇고
1046,크림이
1047,순해서
1049,취향은
1050,아녀
1051,오호
1052,분위기가
1053,반이군
1055,맛은
1056,나쁘지
1057,않어
1058,내가
1059,제일
1060,좋아하는
1061,파스타
1062,집은
1063,안산에
1064,잇지
1065,배고프닼
1066,아잏
1067,오오오
1069,근데
1070,사실
1071,점심을
1072,늦게
1073,먹어서
1074,나리
1075,지금쯤
1076,왕십리이려나
1078,지금
1079,청량리
1080,오오
1081,그럼
1082,미돈쓰
1083,저녁
1084,안먹을겨
1086,우울
1087,일단은
1091,너네
1092,먼저
1093,만나서
1094,먹구
1095,있을랭
1100,이제
1101,버스타면
1102,그럼
1103,웅웅
1104,헉쑤
1105,규랭
1106,분인데
1107,그럴게
1108,안먹어도
1109,괜찮겟어
1112,퇴근시간
1113,일지도
1114,몰랑
1115,웅웅
1116,빈체로
1117,고잔
1118,본점
1119,경기
1120,안산시
1121,단원구
1122,당곡로
1124,고잔동
1125,아니면
1126,푸드트럭
1127,이런
1128,거도
1129,있우니까
1130,나뤼
1131,여기
1132,맛잇어
1133,아아
1134,그게
1135,낫겟다
1136,오퀴
1138,가봐야지
1140,어제
1141,파스타에피자
1142,가서
1143,먹었는뎈
1146,그냥
1147,그랫움
1148,그것
1150,어디람
1151,입장
1152,시작햇다
1153,요정
1154,나리
1155,어댜
1156,니들
1157,자리
1158,맡앗는데
1159,흐음
1160,언제
1161,오니
1162,다들
1164,이제
1165,회기역
1167,명식이는
1171,뺏김
1174,허루
1175,옆에
1176,잇음
1177,이걸
1178,이제
1179,봤네
1181,아앗
1182,럭헉
1183,우리
1184,아직
1186,먹는
1189,엉엉
1190,나리
1191,요정
1192,어댜
1193,우리
1194,아파
1195,솔낭구
1196,아하
1197,너네
1199,마실거니
1200,맥주
1201,음료
1202,이런
1204,와아
1205,시원하기만
1207,맥주
1208,싼거
1209,호오
1210,어떤
1215,한개
1217,카스나
1218,그런
1220,싼거
1222,옹옹
1223,일단
1225,이제
1227,얍얍
1230,나리
1231,손들자
1233,손들
1234,엇엌
1240,다들
1241,조심히
1242,가세요
1243,나리가
1244,고미
1245,가본적
1246,없대
1247,그래서
1248,우리
1250,유팟
1251,생리학
1252,퀴즈
1253,보는
1255,가기러
1256,했어
1259,개쥬아
1261,나는
1262,시간
1263,비워드면
1265,되는
1266,거니
1268,당연하지
1272,그럼
1273,됩니다
1275,꺄룰랭
1279,그날
1280,아영이랑
1281,저녁
1282,밥약
1283,잇다
1289,그러면
1291,먹고
1292,아영이도
1293,데리고
1298,그럴줄
1299,알았음
1301,미잘
1304,와중
1305,다음주
1306,수요일
1307,퀴즈안보면
1309,재밋겟다
1311,짜게
1312,식음
1316,좋아
1317,아영이도
1318,데려오셈
1320,맞다요
1321,정아
1322,어제
1324,알려주
1327,맞다
1328,내뤼
1329,솔낭구
1331,맥주
1333,그래서
1334,수요일은
1335,어케
1336,되는겨
1337,고미
1338,가는
1339,고지
1340,교수님께서
1341,번복은
1342,안하실듯
1343,고미
1344,가는겨
1345,아영이랑
1346,저녁
1347,먹고
1348,오는겨
1349,그럴
1351,같아
1352,나리가
1353,고미가고
1354,싶어
1357,아니야
1358,고미
1359,안가두
1360,되고
1361,그냥
1363,안가보긴
1364,햇는데
1366,가야
1367,되는
1369,아녀
1372,그냥
1373,술이면
1374,되는구나
1376,정답
1380,아니
1381,파토나는
1382,건가
1383,해써
1384,개쥬아
1385,다행이군
1388,웅융
1389,꺄륵
1391,꺄륵
1392,우리
1393,너무
1394,귀여워
1398,미다니
1400,고장나서
1401,어케
1402,헐그니까
1403,인스타
1404,봤단
1406,전원
1407,나갓다며
1409,마죠
1410,안켜져
1411,흐엉
1414,우리
1415,그럼
1416,내일
1417,끝나고
1418,바로
1419,가는
1420,거야
1421,키키
1422,시험도
1423,안봤는데
1425,먹을
1426,생각
1428,나는
1429,아영이랑
1430,브리또
1431,후딱
1432,조지고
1433,갈게
1436,아직
1437,밖이야
1439,아영이도
1440,데꼬오닝
1441,휴학한
1442,친구
1443,만나서
1444,수다만
1445,오지게
1446,떨엇음
1450,공부하기
1451,너무
1452,싫다
1453,엉엉
1454,너무
1455,많아
1456,린정
1458,아직
1459,펌프
1460,안들어갓어
1462,휴학생
1463,친구
1465,유럽
1466,이야기
1467,햇다고
1473,내일
1474,시생
1480,들으면
1481,생리학
1482,휘발될
1484,같음
1485,내일
1486,점심은
1487,빠르게
1488,편의점
1489,조진다
1490,엥간
1491,매점
1492,갈까
1493,생혖김밥
1494,궁금
1495,시생
1496,너무
1497,어려워효
1498,흑흑
1499,휘발
1500,효정
1501,펌프
1502,이제
1503,시작하면
1504,몇시에
1506,수잇어
1510,있나
1514,그래도
1515,어느
1516,정도
1517,아니깤
1519,금방
1521,이제
1522,모세혈관이다
1524,축제때
1525,받은
1526,레듭
1528,레드불
1529,버닝한다
1531,맞아
1532,서영
1534,엥간히
1535,알고
1536,있자나
1537,서영의
1538,엥간
1541,뽀짝하네
1543,일산화탄소가
1544,아니라
1546,이라구요
1552,아니
1553,권혁수
1554,개웃겨
1558,아영이
1559,일이
1560,잇어서
1561,함께
1564,없다네
1565,고미
1566,분유
1568,끝나고
1569,바러
1573,기기
1576,원래
1577,밥약은
1580,고것도
1581,미뤗고
1582,헉쓰
1583,그렇고만
1584,어디
1585,들려야
1586,한다넴
1587,호오
1588,그렇구만
1589,오케
1591,우리
1592,바로
1593,기기
1596,차로
1597,프라자
1598,가서
1599,김말국
1603,개좋아
1604,나야
1605,상관없다
1607,통학러들
1609,헉쓰
1610,그때까지
1611,멀쩡했으면
1612,들아
1615,행복회로
1616,풀가동
1618,관상동맥
1619,하는
1621,호오
1622,그거
1623,영어
1624,너무
1625,어려워
1626,한글하자
1629,용어
1631,많다
1632,실하냐
1633,내일
1634,저녁만
1635,보고
1636,달린다
1637,인정
1638,덕분에
1639,힘이
1640,된다
1641,친구들
1643,날짜
1644,선정
1645,리얼
1646,신의
1647,한수얌
1649,진짜
1650,뭐가
1651,이렇게
1652,많냐
1653,답도
1654,없어
1656,내일
1657,실험실
1658,못가겟다
1660,서영이
1661,아직
1662,실험실
1663,다니는구나
1667,얘들아
1668,설마
1671,파충류꼬까지
