,chat
0,올릴
1,말씀이
2,있사옵니다
4,무셔무셔
7,언제
8,다가오는
9,여름방학에
12,동안
13,부분
14,부분만
15,동행과
16,함께
17,선생님께서
18,대학생
20,무리를
21,해서라도
22,한번쯤
24,자유여행으로
25,유럽을
26,가보기를
27,추천한다
28,왜냐하면
29,점점
30,나이가
31,들수록
32,현실에
33,발이
34,묶여서
35,멀리
36,떠나기가
37,힘들어지거든
38,이라고
39,말씀해주셨어
40,그때부터
41,막연히
42,나중에
43,대학생
46,유럽여행을
47,가야겠다고
48,생각한
50,같아
51,그래서
52,학년
53,때부터
54,열심히
55,아르바이트를
56,하고
57,돈을
58,모으고
59,그렇게
60,혼자
61,또는
62,친구와
63,함께
64,국내
65,부산
66,대전
67,등등
69,물론이고
70,홍콩과
71,마카오
72,일본
73,이번에
74,필리핀을
75,가는
76,이유는
77,사실
78,유럽여행을
79,위한
80,준비
81,단계
83,였어요
84,지난번
85,일본을
86,혼자
87,다녀왔을
89,혼자서
90,오롯이
91,내가
92,원하는
93,방향과
94,색깔로
95,타지를
96,여행할
98,있음에
100,매력을
101,느꼈어
102,그만큼
103,혼자
105,철저히
106,준비하게
107,되고
108,어쩌면
109,관광
111,아니라
112,여행의
113,본질에
115,가깝다는
116,생각이
117,들고
118,이로
119,인해
120,좋은
121,경험과
122,넓은
123,안목을
124,갖게
127,같아요
128,이번
129,학기에는
130,대외활동에
131,집중해야지
132,이번
133,방학에는
134,토익학원에
135,다녀야지
136,등등
137,대학생이
138,되고
140,다음의
141,우리는
142,전혀
143,다른
144,시계
145,속에
146,살고
147,있어요
149,시계라는
150,것은
151,미래를
152,대비하는
153,시계이고
155,시계가
156,다르다는
157,것은
158,앞으로의
159,생활
160,주기가
161,다르다는
163,어쩌면
164,당연한
165,일이지요
166,특히
167,학년이
169,지금
170,누군가는
171,실습을
172,가고
173,누군가는
174,가정
175,형편이
176,좋지
177,않고
178,누군가는
179,가고
180,싶은
181,곳이
182,다르기
183,때문에
184,이번
185,유럽여행은
186,이렇게
187,혼자
188,가게
191,같아요
192,현재의
193,내가
194,열심히
195,살아갈
197,있는
198,원동력이고
199,소소한
200,행복이
201,되며
202,미래의
203,내가
204,돌이켜봤을
206,너무
207,소중하고
208,즐거운
209,추억이
211,것이고
212,여행의
213,중간
214,중간
215,헤쳐나갈
216,난관들은
217,미래의
218,내가
220,단단해질
222,있는
223,디딤돌이
226,같다
227,이미
228,루트도
229,대략적으로
231,짜둬서
232,항공을
233,당장이라도
234,예약하고
235,싶은
236,마음이지만
237,많이
238,걱정하실
240,있는
241,만큼
242,엄마
243,아빠의
244,충분한
245,의견
246,여행
247,일정
248,여행지
249,선정
250,등등
252,함께
253,떠나고
254,싶어요
257,함께
258,상의해
259,보자요
264,나눈
265,저렇게
266,작고
267,조그맣지
268,않은
269,걸료
271,엄마한텐
272,항상
273,작고
274,이쁜데
276,저렇게
277,물어서
278,엄마
281,없애죠
284,헤헤
285,그나저나
286,예매하려면
287,언능
288,하는
290,좋와
291,아빠는
293,회의
294,중이시구
295,엄마도
296,운동
297,저녁에
298,아빠
299,오실
300,거야
301,겉이
302,상의해볼게
303,같이
307,미단
308,친구라도
309,같이
310,가면
311,좋으련만
312,오왕
313,당연하지
314,맞아
316,근데
317,애들
319,예정에
320,없대
321,아무래도
322,유럽이다
323,보니
324,돈이
325,많이
326,들어서
327,그런가봐
329,잘하면
330,아빠랑
331,헝가리에서
332,만날수도
333,있겠다
336,대박
337,일정
338,맞출까
341,언제
342,가용
344,세계
345,선수권
346,대회
347,일정이
348,아직
349,않아
350,와서
352,부럽네유
354,아마
355,체코는
357,초일듯
359,부럽긴
361,너도
362,가봐
365,계획
366,짜봐유
369,인천
371,블라디
372,보스톡
373,이정도
374,숫자는
375,만원던위야
378,미단아
379,화천에서
380,이틀
381,있기엔
383,애매한
385,같아서
386,옹옹
387,토요이렝
388,몇시에
389,출발해
391,원래
392,계획대로
393,토욜에
394,삼촌
395,들네랑
396,같이
397,가는
398,거로
399,그건
400,아직
401,미정
402,오케
403,근데
404,늦게는
405,안갈거야
406,오전이려나
407,오전중에
408,움직일거야
409,늦어야
413,오키
414,잠만
416,일찍
417,일수도
418,있어
420,시쯤일
422,같긴
423,한데
425,몰라서
426,오오
427,알았습니당
433,파일
434,재혁
435,공부
437,이천휴게소
438,입니다
439,시쯤
440,도착하지
441,않을까
442,싶네
446,이거
447,어떨까요
449,무난
450,무난
452,그래
453,보이지
454,주문할까봐
456,합격기
457,팍팍
459,미리
460,보기로
461,한번
463,확인하구
464,사요
466,벌써
467,주문했어
469,괜찮아요
472,화이팅
478,이비인
479,후과
480,가는
482,다냐와따
483,혹시
484,몰라
485,코에
486,넣는
487,약도
488,별도
489,구매해써
492,했어요
494,어디에용
495,이제
496,병원서
497,나왔어
499,수럽
501,끝났는데
503,먹다
505,히히
507,청량리행
508,탄다요
509,어디야
510,지금은
513,신설동서
514,내렸어
515,담거
516,타려고
518,그래
519,그래
520,담은
521,소요
522,산행
523,집에
524,가도
525,되는
528,집에
529,갈꺼면
532,아잌
534,피곤하면
535,가도
539,슬슬
540,갈겡
541,어딜
543,이제
544,탄다
545,학교야
546,이제
547,출발한댜어
549,맛있는
551,사줘
553,엄카찬스인가
555,지금
556,제기동
559,청량리
560,도착
561,예정
562,샵검색
564,회기역
565,파전
566,골목
567,어디
572,조심히
573,가세요
575,오케오케
578,귀여웡
580,조심히
581,들어가유
588,대박
590,엄빠
591,도착
592,굳굳
594,왔다요
596,배불러
597,케이쿠
598,맛있게
599,먹어요
602,재혁이한테
603,뭐가
604,제일
605,맛있는지
606,평가해
607,달라고
608,해줘
609,오키오키
611,알겠습니다
613,전철서
614,동두천
615,내리기
616,전에
617,과학쌤
618,만났어
619,김종민
622,와웈
624,쌤이
625,뭐래
626,혹시
628,얘기해
629,얼굴
630,빨개서
631,만나니
633,챙피했어
636,뭐라고
637,하셔
639,퇴원했냐구
640,아핰
642,조심해얄텐데
643,했어
644,그렇구만
645,너랑
646,막걸리
647,먹었다
648,했지
652,먹으면
653,안될텐데
654,하시더라
656,공부
657,못해도
658,괜찮다고
659,해죠
661,당연하지
662,공부가
663,뭐라고
664,괜찮아
665,괜찮아
668,공부
669,그딴
671,하지마
672,헤헤
673,하는
674,데까지
675,해볼겧
676,미단
677,즐겁게
678,해요
682,역쉬
684,아빠
685,최고
686,미단
687,스트레스
688,받지
691,고맙쑵니다
695,일단
696,사감쌤께
697,말씀드려서
698,사감실에
699,두기로
700,했습니다
701,아빠
702,시쯤
703,오시는
705,맞죠
708,아니
709,그럼
711,일찍
712,들르실
713,거야
714,아아
715,오키
716,인천서
717,바로
718,거기로
719,가셨다가
720,덕정
721,들렀다
723,시쯤이라고
724,했으니
725,괜찮게
728,집에
729,오신대
733,어쨌든
734,맡기긴
735,한거지
736,웅융
737,기숙사
738,퇴사는
740,시까지구
741,국캠
742,기숙사
743,입사는
744,일이네유
747,시간은
748,편할
750,이동시간
751,정해서
752,알려줘유
756,정말
758,혼자만
759,신청해
761,선택은
762,위내시경
763,상복부
764,초음파
765,선택
767,정밀체험
768,검사
769,해야지
770,그리고
771,라고
772,혈액으로
773,알레르기
774,검사하는
776,있는데
777,그냥
778,하면
779,만원인데
780,보험처리하면
781,만원
782,돈이라네
783,보험처리
784,되는
785,거로
786,알아보려구
788,왜냐면
790,요즘에
791,다리가
792,자주
793,차가운데
795,상태에서
796,햇빛
