,chat
1,중순에
2,회회회
3,때릴
6,구함
10,간다잉
11,스윽
12,나왔다
13,흔적
14,남기고
15,도망감
18,부대십니까요
20,반출
21,나왔다
22,오오
23,사실상
24,아무것도
25,아님
28,언제
29,나오십니깡
30,일날
31,수케줄
32,잡자고
33,휴가는
36,좋습니다요
38,새터에서
39,동아리
40,애들
42,뭉어오고
43,허헣
44,이미
45,저희
46,손을
47,떠난
48,동아리인걸요
49,놀러가서
51,정도는
52,크흠
53,강건너
54,불구경
56,새터
57,가서
58,놀아본
59,적이
60,없네
61,그러고
62,보면
63,통한
64,유우감
66,일이요
69,일에
70,나오니
72,담에
73,아녀
74,예압
75,아마
77,참치
78,보고
80,다음이지
81,않을까
84,있어
85,노노
87,한가함당
88,저도
89,없을
91,그럼
93,픽스
94,인감
95,개빨리
96,정했네
101,인정할건
102,인정합씨다
112,고인물이라
113,해산물
114,먹는
115,거임
116,암틍
117,그럼
118,구닌
119,한명과
120,사망년
122,쿨럭
123,보칵
124,생각하면
125,끔찍하군
126,어우
127,개강
128,한달
129,남았는걸료
130,이제
131,쉬는
133,이틀
134,차인데
135,엉엉
136,이제
137,여행
138,보고
139,버텨야지
141,다들
142,화이팅입니다요
143,호오
144,맞습니다
145,맞아요
146,동유럽
147,궁금하긴
148,하다
149,그거
150,보니까
152,보던
153,이름
154,나라도
155,있던데
157,오스트리아요
159,그럴리가
160,오잉
161,모스크바에서
162,스윽
163,지나가는
164,나라
165,중에
167,뭐시기
168,있드라고
169,글자
170,러시아
171,헝가리
172,오스트리아
173,체코
174,독일
175,프랑스
176,에여
177,그거슨
178,하늘
179,위로
180,지나가는
184,모를만
185,했군
187,빠스포트
188,플리즈
189,근데
190,사실
191,영국이
192,너무
193,가고
194,싶음
195,해리포터
196,성은
197,살면서
198,한번은
199,가야하는
200,것이에요
201,구닌은
202,끌려감니다
205,비백
207,나왔다
209,축하드려
211,새해
213,많이
214,받으십쇼
216,꺄하
219,사실
220,스캐
224,우리
225,시간
226,장소
227,정해야
228,하는뎁
229,장소는
230,왕십린가요
231,회긴가요
232,회애기
234,아냐
235,시야
237,그래
239,오광이구
240,나머지는
241,우리가
242,정하래
243,좋다
244,오광
245,갔다가
246,아쿠아
248,좋지
249,사실
251,좋음
254,담에
255,상황봐서
256,다시
257,술을
258,마시든
259,마무리를
260,하든
262,그래
263,그래
264,그러자
266,팔은
269,괜찮지
270,않을까
272,애잔
275,나왔
278,내일
282,아쿠아인지
283,뭐시기
284,아니었나
285,암튼
286,오키키
287,아쿠
288,아는
289,혹시
290,모를
291,차입니다요
293,확인
296,눈이
297,많이
298,오네요
299,엉엉
300,차가
301,빨리
302,끊기니
303,빨리
305,각재겠습니당
306,엉엉
307,않이
308,서울은
309,날씨
310,어떤가효
311,눈은
312,오는더
313,안쌓임
315,녹아
316,동영상
317,오우
318,다들
319,어디쯤이십니까요
320,이미
321,도착해서
322,위에
325,너가
326,보여
327,동구야
328,에스컬레이터임
329,친구
330,보내고
331,갈게
334,혼자
335,아크로바틱할
339,다들
341,조심히
342,들가십셔
343,윾쾌한
344,술자리
347,계단에서
348,식겁했네
349,다음
350,모임은
352,불편
356,여윽시
358,담당
359,출처는
361,밝히고
363,읍읍
