,chat
0,어휴
1,미단
4,게시판도
6,사라진거
8,결국
9,나갔다
10,들어왔네
12,진짜
14,안먹을거야
15,빼고
17,사라졋나
19,아니
20,아니
22,용훈이
23,순두부
24,찌개는
25,먹엇니
26,여기
27,톡방
28,유래
29,이름
30,파전기
31,였네
33,그랫어
35,충격
36,그래서
37,동구한테
38,이고
39,다음주
40,수요일은
41,여행
42,계획이니
50,순두부
51,아직
52,암먹음
53,올갱이
54,해장국
55,머거쎀
57,용훈
58,너네
59,집에
61,립스틱
62,없니
66,어케
67,생겼는데
68,나중에
69,가서
70,찾아봄
71,리포트
72,표지
73,만들지
74,말라
75,하신
77,같은디
78,여태까지
79,내가
81,사람들
82,죄다
83,표지
84,잇다
85,내가
86,잘못들엇나
88,만들라는
90,쓸데없이
91,표지
92,만들지
93,말라
94,하신
96,같은뎁
97,샵검색
99,립스틱
100,이고
102,그리고
103,책읽는
105,보내줘
108,책읽는
110,야야
111,미돈아
112,맥립스틱
113,루비우랑
115,하나
116,뭐라
117,햇지
118,어떤
120,빨강
122,시안레드
123,칠리
124,칠리네
125,접때
127,애들이랑
129,먹을
131,빨가면
132,루비우고
134,핑크면
135,칠리라
136,햇나
137,쨍한
138,빨강이
140,시안레드
141,주황
142,섞여서
143,가을가을
144,한게
145,칠리
146,분홍끼가
147,루비우
148,화장품
149,매장
150,언니
151,같다
153,휴강
154,답사
155,가야함
156,호오
158,아니
160,읽는
164,책책책
166,이런
168,만들어
169,보았습니다
171,우리
172,생물학
173,시간네
174,기린
175,얘기한
176,학자
177,누구더냐
178,교양에서
179,진화론해서
180,고통
181,받는다
183,윈은
184,기린
185,얘기
186,아니라고오
188,이야
190,짧은
191,기린
192,죽은
193,그건가
194,응응
195,사회과학에서
196,진화
197,얘기하니까
198,핏줄
199,선다
201,친구
202,나이팅게
204,선서식
205,해써
206,샵검색
208,자연
209,선택
210,저거
211,다윈
212,아니거
213,다른
214,학자이구
215,갸우뚱
216,사실
217,기린
218,목이
219,길어진
221,먹이보다
222,성선택이
224,컸다카더라
225,행동과학
226,같네
227,프사
228,이쁘네
230,미르크
231,용불용설인가
233,맞아
234,용불용
237,미돈
238,너가
239,굴러다는
240,모든
241,곳을
242,찾아봤지만
243,용불용훈
246,아닠
248,없어
251,나두
252,기숙사
253,가면
254,찾라볼게
255,강동훈
257,토스
264,받았음
265,녜에에
268,연막술
269,조낫
270,존맛
272,술마심
273,아닠
275,고기만
276,조지느
279,금주
280,선언핝
281,한지
282,하루는
283,됐냐
284,아니
286,안먹는뎅
288,립스틱
289,안보인다
293,술마시면
294,재믺뎄닼
297,하늘
298,이쁘다
300,떨어지기
301,전에
302,다들
303,보셩
307,야경에
308,미도
310,뿌리기
311,동영상
312,영고
313,영고미단
314,안봐
315,너네가
316,아무리
317,보내도
318,안봨
321,그럼
323,나중에
324,강제시청해야지
326,그래서
327,우리
329,롯월
