,chat
0,우리
1,집에서
2,걸어서
3,분쯤에
4,의정부
5,가는
6,버스
7,있음
8,그리구
10,앞에서
11,강남이나
12,사당가는
13,버스
14,있음
15,어떻게
16,생각해
17,수현이도
18,이천에서
19,서울보다
20,수원이
22,가까울거구
23,나도
24,괜춘
25,서울이나
26,수원이나
27,비슷하게
28,걸령
29,그람
32,아껴서
33,맛난
35,먹자
37,어차피
38,꾸밀거
40,나는
41,개좋아
42,영통러
47,좋습니다
49,근데
50,집이
51,많이
52,휑하거든
54,아냐
56,넓어서
57,좋더만
59,숙박비
60,써야할
61,걸로
62,뭐라도
63,하자
65,종하
66,오키
68,일단
70,풍선이랑
72,풍선과
73,먹을거는
74,자고로
75,조금씩
76,사는
78,좋을듯
79,케잌도
81,와인도
83,다해
84,개좋아
85,케잌
86,레터링
91,존예인데
97,와우
98,개좋아
100,분위기
101,있네
102,레터링
103,각이다
104,디자인은
105,다양하니까
106,수원쪽
107,찾아봅시당
108,픽업하게
109,편하게
110,우리
111,얼굴
112,넣는
114,어때
115,이상한가
116,하시는
117,분이
119,힘들어햌
121,요렇겡
122,했었소
124,우리
125,얼굴
127,들어갈
129,있을까
130,뭔가
131,우리랑
132,관련된
133,거면
134,좋을
136,같아서
137,말해봤슈
138,오유와
139,저건
140,어디서
141,한거양
142,저고
143,학교
144,주변에
147,개젛아
148,우리
150,이거
151,말구
153,이건
154,어때
155,이나
156,수원역도
157,좋고
158,케이크도
159,좋습니두
160,예아
161,예지야
162,집주소
163,쯱어봥
164,경기도
165,수원시
166,장안구
167,정자동
169,동신
170,아파트
174,감사링
175,뿌요오
177,뿌요오오오오오오오오
180,그랰
183,성적
184,나왔으니까
185,한잔
186,해야
189,이번에
190,학점
192,나올듯
194,씨쁠
195,거의
197,인생
198,친구
200,인생친
202,나도
207,성적표에는
208,언제쯤
209,씨쁠이
210,없을까
213,내년부터
214,인저어어엉
216,우리
217,케잌
218,맞추려는데
219,예지네
220,근처에
221,하나
222,있는데
223,거기
224,이제
225,안한대서
226,수현이
227,했던데
229,강남에서
230,가지고
231,와서
232,버스타고
235,같애
236,허겍
237,맞나
238,뭐가
239,맞앜
241,조왕
243,강남이
244,나을
246,수원역엔
247,딱히
248,없네
249,의정부도
250,괜찮은데
251,있는데
252,집을
253,어떻게
254,꾸며야
255,예브게
256,했다고
257,소문날까
258,아하
259,의정부나
260,강남이면
261,우리가
262,가는
263,길에
264,사갈게
266,풍선링
268,나는
269,영통에서
270,간다아
271,근데
272,내가
273,주문하려
274,했는데
275,생각해조니까
276,내가
277,월요일에
278,기숙사를
279,옮겨서
280,택배
281,주소지를
282,못정해
284,내가
285,살게
286,그럼
287,뭐라
288,검색해야
289,나오니
290,숫자
291,풍선
292,요즘
293,연말이라
295,되어이쏘
296,오키오키
297,그거
298,그냥
299,우리집
300,주소로
301,보내
304,알았엌
306,문구는
308,들고
310,필요
313,젛다
