,chat
0,벚꽃
1,꽃말
3,중간고사
4,아니냐
5,미드턺
6,이그
8,우아아아
9,수업
10,들으러
11,가기
12,싫다
13,수목은
14,최악이야
15,오우야
16,분생
17,어렵더라
19,뷴생
20,원래
21,어렵
22,교수밈이
23,좋아서
24,듣지
25,우리
26,전주
27,숙소
28,웬만하면
29,한옥마을
30,근처로
31,잡을까
32,하는데
33,게스트하우스인실
36,큰방
37,개아담한
38,복층
39,고르렴
42,의견을
43,표하거라
44,그리고
45,호스텔
48,형식
49,아니면
50,대부분
51,한옥에
52,침대
53,대신
54,이불까는
55,느낌임
56,개임
57,크게
58,유형
59,유형
60,정하고
61,찾는
63,좋을
65,해서
66,가격은
67,인당
72,예상함
73,물론
74,아고
75,다에서만
76,찾은
77,거라
78,다른
79,데는
80,모름
81,총총
82,인실
83,개아
84,담한
85,복층
86,게스트
87,하우스
89,메트리스
90,웅웅
91,그런
92,식이야
93,잠만
94,내가
95,캡쳐해서
96,보여줄게
97,그리구
98,혹시
99,여유
100,되는
101,사람
102,같이
103,찾아봐죠
104,그때가
105,성수기라
106,걱정되성
108,캡쳐본운
109,사라진
110,것입니까
114,용돈
115,벌이
116,각이냐
117,각이닼
122,기달
125,이거슨
126,첫번째
129,이거슨
131,번째
134,이거슨
136,번째
137,아니면
138,일반적인
140,하도
141,있음
142,저기
143,있는
144,가격은
146,토탈
147,가격이니까
148,가격을
149,올리면
151,좋은
152,곳도
153,가능
154,방음
155,잘되는
156,거로
157,가자
158,부산에서의
159,선례를
160,보아하니
161,방음이
162,순위임
164,그런
165,맞짘
167,한옥으로
169,하는
171,어때
172,복층보단
173,더블
174,온돌
175,더블이
176,낫지
177,않누
178,그래
179,그래
180,좋암
181,좋암
182,올만에
183,일띡
184,인나서
185,기분
186,좋앜
188,그저께
190,기상
191,개꿀
193,오케
194,아파
195,가지고
196,이틀
197,탱자
198,탱자
199,침대랑
200,혼연
201,일체
202,햇더니
203,사람이
205,태해짐
206,일락당으러
207,한다
212,소리야
213,저게
215,우리
216,근데
217,정확한
218,날짜는
219,뭐야
220,후기야
223,일락당이라는
224,곳으로
225,간다고
227,아하
229,전까지
231,모아야겠다
232,이제
233,밥약도
234,끝났으니
238,모아야
239,하구나
240,맞앜
243,용돈
244,아껴
245,쓰기
246,예약한단
248,띨빡잌
250,인당
251,얼마여
255,성인
258,동야
259,일주일에
260,만원씩
261,모야야겠다
262,객실
263,성인
265,아동
266,으로
267,설정햇을
269,뜬거
270,아냐
272,그런갘
274,아동
275,라고
276,되어
277,있길랰
281,하나가
282,최대
283,아동
284,어른
285,이고
287,성인
288,기준으로는
291,두개
292,예약하는데
294,가격이
296,이불
297,세트
298,개라
299,더블로
301,덥고
302,자야겟네
307,포함해서
309,웅웅
311,샵검색
315,보낼게요
318,어디
319,계좌
320,그때
322,보라카이
323,계좌
324,저는
326,일까지는
327,보내겠슴다
330,요기
333,모아놓은
336,탕진잼
338,밥약
339,끝나고
341,계좌에는
343,남아써
345,용훈
346,이틀
347,동안
348,아프면
350,밥맛없어서
352,식비
353,굳곸
356,아냐
357,나으면
358,위가
359,줄어서
362,먹어야
363,돼서
364,식비
365,줄어
367,먹어야
369,나도
370,식빨
371,뇸뇸
372,하고
375,타이레놀
376,먹음
379,비염
380,도져서
381,타이레놀
382,최고
384,먹어야
387,애잔
388,우리
389,모두
390,화이팅
391,방금
392,병원
393,갔다
394,왔지렁
395,우린
396,모두
397,병자야
398,이놈의
399,비염은
400,다들
401,전주
402,가기
403,전까지
405,몸조심합시다
406,매년
407,찾아와
408,외롭지도
409,않게
416,이거
417,먹으면
418,졸리다는데
419,수업시간에
420,재밌겠군
423,카페인에
425,먹으면
426,훅가겟다
428,이번
429,생은
430,즐거웠어
433,아직
434,맛잇는
435,음식들
437,못먹엇단
438,말야
440,보냄
441,우리
444,어느
445,정도
446,가져갈거여
450,박일이니까
453,상관없어
454,농협이든
455,하나든
456,카카오
457,이든
458,우리
460,교통비
461,빼면
468,한복이나
469,개화기
470,의상
471,빌리고
473,먹고
474,술먿고
475,하면
478,의상
479,빌리는
481,그럼
484,정도
486,우리가
487,몇시에
488,가고
489,올라오는지에
490,따라
491,끼니수가
492,달라지겟지
493,주니깐
495,모으면
497,지난번
498,부산보다
499,조금
502,모어야겠군
503,우리
505,타고
506,갈까
507,벗스
508,새마을
511,버스
512,미쳤냐구
515,버스도
516,나름
517,편해
518,젭발
519,버스
520,미단이
521,쏘카
522,고다고
523,쏘카
524,너네
526,믿어
528,고속도로
529,안타봤다웈
531,안전벨트랑
532,에어백
534,되어있는
535,거로
536,절대
537,안믿지
540,버스타도
541,시간도
542,안걸려서
543,도착이네
545,버스
546,얼만데
548,몇시
549,정도에
550,출발할거야
551,시간
552,분이래
553,대략
554,버스
556,원인가
558,고장도
559,노상관인
561,얘도
562,시간인데
563,뭐가
564,노상관
566,걔는
567,시간
568,분이야
569,출발
570,시간을
571,이제
572,우리가
573,정해야
575,분에
576,원을
579,이써
580,그럼
581,버스가
582,낫겠다
583,그래
584,그래
586,개꿀
587,살았다
589,우리
590,오전에
591,출발하쟈
594,부지런한
595,자식
596,시쯤
597,출발하면
599,조금
600,넘어서
601,도착하니까
602,아니다
603,이거는
604,만나서
605,다같이
606,정하쟈
608,월요일에
609,생리학
610,끝나고
611,분유
613,내일
614,웅웅
615,괜찮아
617,노상관
622,몇시꺼
623,탈래
626,나는
627,솔직히
629,빨라도
634,좋아
635,사실
636,내가
637,시를
638,타고
639,싶었어
643,서영
645,받았따
647,올라오는
648,것도
649,버스
651,동구도
652,받았따
653,웅운
654,웅응
655,우리
656,일에믄
657,몇시에
658,올라올거
661,그건
662,내일
663,계획
664,짜면서
665,생각해보까
667,아침에
668,올라올거지
670,오후쯤
671,아니
672,엇어
674,모르겟다
675,그거
677,오후에
678,올라오는
680,시쯤엔
681,인천
682,뭐할지
683,정하고
684,와야
686,수도
687,있어
688,가지구
689,남부야
690,시장은
691,금요일
693,시래요
694,시간
695,정해야
696,하지
697,꺄아
698,얍얍
699,아마
700,시쯤에는
701,출발해야
706,용후니
707,할무니댁
708,가거든
709,그래서
711,올라올
713,아마
714,인천
715,터미널로
716,올거
717,같음
718,오키오키
719,일단
720,오키
726,전주
727,올만이다
729,이거
730,맛잇엇는데
731,정식이다
732,나두우
733,년만
734,막걸리
735,한상
736,대존맛
738,안먹어보어
741,그냥
742,한식
743,여러
744,가지
745,주시고
746,막걸리
748,주전자
749,주는
750,거야
751,심쿵
752,반주
754,판왕이네
755,가격대가
756,잇긴
757,한데
758,비빔밥
759,먹는
760,것보단
761,낫더라
763,좋와
764,저기가
765,마당골이야
767,식당
768,이름은
769,기억
770,안나는
773,아닠
775,이거
776,베댓된
778,개웃김
781,좋아요
782,누르러
783,간다
785,모두가
786,박보영님에게
787,공감하고
788,있엌
789,나도
790,눌러쪄
791,근디
792,진짜
793,저거는
794,무조건
795,뽀블리
796,우리
797,생태
798,과제
799,있어
801,수업시간에
802,질문과
803,가설
805,개씩
806,만들어오라고
807,하신
809,같은데
810,이렇게
811,질문
812,왔는데
813,이거
814,과제가
815,아니라
818,시간에
819,하는
821,아녀
823,과제가
824,아니라
825,내일
826,수업시간에
827,진행하는
828,부분
829,내일
831,평전
832,가기
834,그곳으로
835,모이는
838,그리고
840,사람당
841,적어도
842,한개
843,아니것나
844,아니
845,엇나
846,그치
849,그렇게
850,말해드렸더니
851,고맙대
854,귀여워라
857,장어
858,개꿀
860,장어든
861,민물장어든
864,가시가
865,너무
866,많아
867,얘들아
868,부탁있어
874,이거
875,링크
876,타고
877,들어가면
878,영상
879,보이는지
880,알려줄래
882,폰에만
883,안보이나
884,싶어성
886,못미덥
887,또륵
889,이상한
891,나올
893,같아
895,마지막
896,화만
897,못보내고
898,안들어가게써
899,아니얔
902,이거라구
903,나만
904,영상
905,안떠
907,흑흑
908,안돼
909,이렇게
910,가지마
911,흑흐
912,아노
914,스포하지마
915,이씨
916,나만
917,안보이는
918,거였어
919,놑북으로도
920,안되던데
921,또륵
923,스포
924,해당
925,동영상이
926,애플을
927,싫어합니다
929,너무
932,자막
933,없이
934,보는
936,세상
938,알았다
939,안전하지
940,않은
942,차단하느라
943,그랬네
945,지우니까
946,해결
949,다행이네
950,즐샘
951,즐감
952,찡하가
954,그중
955,짤로
956,박제하고
957,싶은
959,찾았어
966,미친
969,동물원
970,뭐야
971,용훈
973,샵검색
975,전주
976,동물원
977,호오
979,다른
980,사람들이랑
981,답변
982,온도
983,차봨
993,여는
995,보니까
996,진짜
997,시험기간이네
998,큰일나따
999,시험기간이라니
1000,그게
1001,무슨
1002,소리야
1004,또를
1005,시험기간이라면
1006,엽떡
1007,한번
1008,먹어죠야지
1010,서영
1012,용훈
1014,엽떡
1015,고냥
1016,조져야
1018,지갑이
1019,괜찮다면
1022,언제
1023,먹을래
1025,근데
1026,그건
1027,시험
1028,기간이
1029,무르익어야
1031,하긴
1032,이제
1033,시작인걸
1035,저번주
1036,금욜에
1037,분생
1038,조지려다가
1039,족발만
1040,조져벌임
1043,취업한
1044,친구랑
1045,간호학과라서
1046,엊그제
1047,시험
1048,끝난
1049,친구랑
1050,둘이서
1051,오늘
1052,벚꽃놀이
1053,했도라
1054,개부럽
1055,괜찮아
1056,미돈
1057,너도
1059,후에
1060,그러고
1061,있을
1062,거야
1064,년까지는
1065,학생이구나
1067,아앀
1068,미잘알
1069,미돈
1070,킬러
1071,용훈
1073,킬킬
1074,심씨
1075,학교
1076,안오심
1080,신나게
1081,본관에서
1082,놀았닿
1086,기본캠
1087,다른
1088,사진도
1089,보내라
1090,용훈
1091,좀따
1092,보내줌
1094,껏도
1095,보내줄까
1098,서영
1099,지금
1100,생통해
1102,살려줘
1103,정신이
1104,혼미하다
1105,한번쯤
1106,하실
1108,같았써
1110,하지만
1111,오늘
1112,일줄은
1113,몰랐지
1114,으어어
1117,혼미
1118,심미담
1120,보정하고
1121,있음서
1122,공부하는
1123,척함
1127,남았다
1128,갑자기
1129,교수님
1130,영어
1131,발음
1132,강의
1134,미단쓰
1135,자리
1137,부탁해요
1140,깜짝아
1142,놀라고
1143,그래
1144,지하
1146,에서
1147,모이쟈
1148,다들
1149,지하
1150,층으로
1151,오시오
1152,화장실
1153,들렷다
1154,갈게
1155,예스
1156,다들
1157,어디여
