,chat
1,여자친구
2,어린데도
3,내가
4,꼬박
5,존댓말
6,하면서
7,예의
8,차려줬는데
9,유유상종은
10,사이언스네
11,같게
12,진짜
13,데려와
15,사회
16,나가면
17,한살
18,차리는
19,극히
20,분명하다느니
25,어쩌고
26,저쩌고
28,와우
29,전형적인
30,안친하면
31,말까라고
32,하기
33,전까지
34,서로
35,존대는
36,예의
37,새끼야
38,존댓말이
40,요즘
41,예의냨
43,개씨발
44,그런
45,거야
46,기본이지
47,내세울게
48,나이밖에
49,앖는
50,멍청이
51,꼰대들이
52,하는
53,말이죠
54,근데
56,나는
57,무능무식
58,무례
59,인증했네
60,웅웅
61,남자친구
63,친한
64,친구라고
65,집에
66,모셔다
67,놓고
68,음식해주고
69,그니까
70,나이를
71,어디로
72,처먹은겨
75,한살
76,차이는
77,사회
78,나가면
79,참낰
82,어디
84,때마다
85,머하냐고
86,물어보고
87,씨발
88,누가
89,보면
90,사회
91,지으신
93,알겠네
94,그니까
95,그걸
97,여친이
98,뭐라고
99,했다고
101,쪼르르
102,가서
103,아니
105,너무
106,빡치고
107,속상해
108,아오오오오오오
109,보기
110,싫어
112,만만한
114,친구
115,건들기는
117,그냥
118,개무시해
119,개씨발
120,내가
121,살다
122,살다
123,할말
124,있으면
125,직접
126,하지
128,그니까
131,세상에는
132,별또라이가
134,있구나
135,존나
136,그래서
137,전허해서
138,지랄할려
141,착하게
142,해주니까
143,만만한
145,아네
146,지금
147,지랄
149,장전중
151,개빳쳐
153,웅웅
154,좋아
156,그니까
157,나이를
158,진짜
160,어디로
161,처먹는겨
163,내가
164,잘못한
166,있냐
167,유디절브잇
170,빡침의
171,코드는
172,절대
173,정당한
175,맞지
177,당연
180,성군이다
182,근데
183,내가
184,살다
185,살다
186,나였으면
187,이미
188,이런
190,지랄했윰
191,근데
192,이건
193,한번
194,으르럴
195,하면
196,쫄만한
197,애들인데
198,이새끼
199,한살
201,멋고
202,사회생활
203,했으면
204,예의라도
206,차려야
207,하는
209,아니냐고
210,오빠한테
211,살짝
212,언질
213,줬어
217,오빠도
218,빡침
219,사실
220,오빠가
221,어느
222,정도는
223,컷해야
224,하는
226,아냐
227,아아
228,그래
229,그래
230,스럼
231,가서
232,풀장전
233,발사
234,하고
236,오빠
237,알면
238,됐지
239,랜선
240,응원함
241,미친
242,새끼가
243,틀림없다
246,와중에
247,다행이다
249,상반기
250,꼰대상
251,드려야겠다
252,맞앜
256,내가
257,살다
258,살다가
259,이런
260,일로
261,시발
262,쌈닭이
263,되냐
265,그니깤
267,근데
268,넘어가기엔
269,개빡치잖아
271,그치
272,이름
273,부터
274,맘에
275,안들었어
276,챙길거면
277,지여친
278,인성이나
279,챙기던가
281,그니까
282,씨이벌
283,특이해서
284,안까먹겠다
285,진심
287,앞가림도
288,못챙기는
289,주제에
290,걸고
291,넘어질게
292,나이뿐이라
293,이지랄
294,그니까
299,싫어
300,근데
301,진심
302,어휴
303,백년
304,만년
306,여친
307,똥구멍
308,닦아주며
309,살아라
312,새끼들
313,분명
314,얼굴
315,보고
316,얘기하면
317,이씨발
318,저씨
320,욕만
321,쳐하면서
322,본문
323,없는
324,말만
325,늘어놓지
326,존나
327,스트레스
328,받앙
329,맞아
330,맞아
331,맞아
332,알맹이
333,없이
334,결국엔
335,변명만
336,늘어놓는다니깐
337,맞아
339,왜냐면
340,지도
341,할말
342,없거든
345,근데
346,계속
347,말해도
348,내세울게
349,나이뿐이자나
351,제자리임
352,웅웅
354,우리가
355,빡쳤는제
356,근데
357,그런
358,사람들
360,모름
361,얘네는
363,무서워서
364,피하는
368,얘들아
369,진짜
370,사회나가서도
372,잠만
373,인간관
374,정말
375,하아
377,하고
378,만나라
380,아니
381,교육
382,안받았대
383,생각이
384,있으면
385,하라
386,그래
387,대가리가
388,장식인가
390,빡쳤는지
391,모른다고
393,사회생활
394,해봤으면
395,눈치껏
396,알아야지
397,사회사회
398,얘기하니까
399,존나
400,우물
401,안개구리인줄
402,누가
403,알았냐구요
404,공감
405,정서가
406,심하게
407,낮은데
408,그니까
411,그니까
414,말하다가
416,안통하면
417,그냥
418,개무시해
419,누가
420,보면
423,세대는
424,차이나는
427,달팽이한테
428,가나다라
429,알려줘봤자
430,기어가는
431,법만
432,알지
433,애초에
436,자체가
438,쭌만
439,아니라
440,태권쓰한테도
441,무례한
442,일인걸
445,모르지
446,대체
448,깨문에
449,구니까
450,샵검색
451,말하기
452,전에
453,생각했나요
455,여자애는
456,유유상종
457,제발
460,리얼
461,테권님
462,기분
463,개상할
467,라이브로
469,들으실
486,혹시
487,렙으로
488,욕박니
489,때려박니
490,어떻게
491,들을
493,있죠
494,그룹
495,보이스톡
496,각인가
497,팝콘
498,진짜
499,무슨
