,chat
2,먹어
3,뭐여
4,이게
7,귀여운
8,톡방
10,우리
11,갱냄
12,맞죠
13,맞워요
16,좋와
19,몇시에
20,보지
26,샵검색
27,강남
28,존맛탱
31,국캠에서
32,시에
33,수업
34,끝내구
35,갑니당
36,오오오오옹
37,다들
38,그때
39,끝날
41,같아
42,시에
43,보쟈
44,국과수
45,방문
46,반드시
49,전에
50,국과수
51,입구로
52,도착하셔야
53,합니다
54,국과수까지의
55,이동은
56,개인적으로
57,진행될
58,예정입니다
59,네엡
60,강남에
61,웬만한
62,프랜차이즈
63,술집
65,있어
66,가지구
67,어딜
68,가든
69,갠춘할
72,타여
73,네에
77,차려
78,먹기
79,긔찮아
80,어서
81,만들어서
82,자랑해보도록
85,귀찮아
86,유갬
87,오늘
88,많이
89,춥대요
90,조심들
91,하셔
92,생각보단
93,안추워
94,그래
96,그럼
97,다행이고
98,단게
99,무한정
100,땡긴댜
102,잇는
105,때랴
106,넣은
107,계란
108,볶음밥
109,오레오크림치즈
110,마카롱
111,오오
112,계란
113,양파
116,먹고
117,싶다
118,닭가슴살
119,마늘
120,버터도
121,살짝
122,두를걸
123,그랫나
124,볶은
125,것들은
126,허브솔투로
127,간햇고
129,넣고는
130,굴소스
131,쬐끔
132,굴소스
133,탐나
134,사고
135,싶다
137,나눠주고
138,싶은데
139,어떤
140,용기에
141,나눠줘야
142,할지가
143,문제
145,갑자기
146,배고프네
147,먹는
148,얘기
149,하니까
152,강남
154,톡게
155,시판
156,공지
159,강남
161,공지요정
162,자체
163,등극
165,서민씨
167,점심
168,남자친구랑
169,먹을게요
170,회기역에서
171,볼까요
172,서민언니랑
174,분에
175,학교
176,정문에서
177,보기루
178,했는데에
179,동대문
181,타고
182,가는
185,그럴
187,같아
188,언니도
189,수업잇나봐
192,알겟으요
193,응응
195,체육
196,수업
197,하구
201,체육
202,얍얍
203,한시간
204,반이면
205,가겠지
210,그러겟지
211,좋아
212,좋아
213,오늘
214,갱냄을
216,행색으로
217,입었따
218,귀찮아
219,다들
220,식사중인가요
221,이제
222,먹을라궁
224,예정
225,침대
226,뭐입지
227,꼬까
231,조와
232,나도
233,꼬까
235,입음
236,오아아아아
238,으으므
239,므으으믕
240,높은
242,신으면
243,발목이
244,안괜찮겠지
245,흐엥
246,나는
247,잠이
248,부족해서
249,주인
250,죽여라
251,일단
252,편하게
253,입었어
254,으잉
256,시간밖에
257,못잤어
258,안타까버
261,언니
262,살아있을
264,있지
266,확실
268,에반데
272,일이야
274,우리
275,분에
276,어서
277,만나
279,최대한
280,빨리
281,먹구
282,갈겡
283,아니
284,아니
286,장소
288,정문
290,쪼오끔
291,늦을
293,지금
294,청운관이야
296,네오
297,버스
298,탄다며
299,노란건물에서
300,놀고
301,이을게
303,나두
304,노란건물
305,앞이얌
307,청운관
308,앞에서
309,재밋는
311,한다
313,싱기
315,컴컴컴
316,끝나고
317,연락
319,주실
321,있어야
322,우리는
323,이제
324,거의
325,끝나서
326,강남으로
327,가려구
329,유민이두
330,컴컴
331,오오옹
332,나도
333,출발할게
334,호오
336,수업을
337,듣습니닿
340,광광
341,수업이라니
343,서민온니
345,잤어
347,지하철에서
348,자고
349,나서
350,조금
351,나아졌어
353,조금
354,오래
355,서있었더니
356,앉아있고
357,싶다
360,어디얌
361,우린
362,아직
363,국과수
364,아직
365,출발
366,못했어
368,출발할
370,같아
372,내가
373,아마
374,제일
375,늦을
377,같으니까
378,먼저
379,술집
380,정해서
381,들어가
382,계세오
384,구랭
385,뭔가
386,먹고
387,있을지도
388,모르겠다
390,안돼
392,멀티플
393,랜덤
397,나는
399,탔따
401,잘햇다
402,우린
403,사당
405,희희
406,호선
407,사람
408,폭발
410,붉은
411,버스
412,도로에
414,폭발
415,예정
417,버스는
418,그게
419,싫엉
420,유민이는
421,어디쯤이야
424,강남
429,사당
431,머야
433,오네
435,찾아줘
436,우리
438,나오면
439,있는
440,와플
441,가게야
442,갈겡
444,다들
445,빠르네유
446,우리
447,먼저
448,먹구
449,있으께
454,남았다
455,어디야
456,홍마떡이라는
457,곳이야
460,오키오키
461,저녁
462,먼저
463,먹고
464,계세효
465,나는
466,안주
467,먹어야지
468,헤헤
470,이제
471,내려
472,그리로
473,갈겡
474,샵검색
475,홍대
476,마늘
477,떡볶이
478,빠르다
479,빨라
481,안들려
482,안들려
484,유니클로
485,지나는
487,오잉
489,바로
490,근방이
492,맞아용
493,우리
495,길에
496,느가
497,잇을게
498,다들
499,기다리세욤
500,아트박스
501,골목
509,도착했어요
511,미단이
512,고생했다
514,언넝
515,자쟈
516,진짜
517,오늘
518,고생
519,많았더
521,자구
522,고생햇어
524,다들
526,자요
527,우리는
528,왕십리
530,다들
531,고생했어요
534,나두
535,들어왔어
536,모두
538,자구
539,담에
540,보쟈
541,서영이는
542,얼마
543,나왔는지
544,알려구주
548,흔들
550,흔들렸어
552,고딩들이
554,십층
555,계단에
556,앉아잇는
557,거죠
558,매우
559,당황
563,실험실
564,탐방
565,왜지
566,그럴리가
567,그니까
568,옥상을
569,원하는
571,담배쟁이인가
572,고딩이람서요
574,교복
575,입음
576,근데
577,고딩이
578,옥상을
579,원하는
580,이유가
582,불미스러운
583,그런
584,사안말고는
585,떠오르지가
586,않네요
587,그건
588,그래여
592,옥상
593,올라가면
594,경치가
595,좋아
596,서영이한테
597,얼마
598,보내줘야
603,잇다
604,정리할게요
605,응응응
606,아마
607,저녁
608,먹으면서
609,정리할
612,시에
613,투비컨티뉴
614,오키오키
617,나왓습니다
618,택시비는
619,인당
621,이엇으니
622,수민
623,언니는
624,와플에서
625,치고
626,샵검색
629,유민언니
630,떡볶이
632,말해주세요
633,오잉
635,근데
636,서민언니가
637,술을
638,안마셔서
639,영수증은
640,안받았지
642,맞다
645,안마셔서
646,흐으음
647,골때리넹
648,안주비
649,얼만지는
650,모르는데
652,만원
653,정도
654,내면
655,되려나
657,안주를
658,세개
659,시켰으니까
660,하나에
661,이만원씩
662,잡으면
663,육만원
664,다섯명이니까
666,이천원
667,나머지가
668,이니까
669,네명이
670,나누면
672,그러니까
673,네명은
675,이렇게
676,할까
678,가격을
679,정확히
680,몰라서
681,떡볶이
682,원이용
684,나누면
687,맞어
689,안마셧지
690,집에
691,영수증잇으니
692,들어가서
693,확인할게요
694,죄송합니다
695,아아
698,서민언니한테
699,죄송합니다
700,아아
701,오홍
702,좋아
703,좋아
704,확인해서
705,알려줘어
706,네에에
707,땡쓰
708,계산
709,귀찮게
710,해서
711,미안
712,노옵
714,샵검색
719,샵검색
721,위는
722,안주값
723,아래가
724,술값
725,서민
726,언닌
728,입니당
729,나머지는
731,앞에
732,말한
734,보낸
737,차액
738,만큼
740,주세여
741,떡볶이
743,빼고
745,보내겠숩니당
746,미단이의
747,똥머리가
748,절묘하게
749,교수님으로부터
751,가려줘
752,그래서
753,딴짓을
754,하시겟다
757,프린트도
758,없엉
760,개웃곀
761,항상
762,고마워
766,사형선
767,고장
768,날아왔다
774,열어보기
775,무서워
776,나도
777,왔을
779,아녀
780,그렇지
784,열어바
793,뭐지
794,정상이래
796,근데
798,음주
799,안하는데
800,위험
801,음주
802,상태래
803,대박
804,뭐야
805,이거
808,한달에
809,한번
810,마시는데
813,나랑
814,바뀌었어
821,뭐지
828,일단
829,근력
830,운동
831,필요
832,이건
833,맞는데
835,주요
836,절주하세욧
837,아아아
838,아닛
839,한달에
841,이거
842,뭐야
843,한번이나
844,마시다닛
845,진짜
846,유민이꺼
847,들어갔나본데
848,이름
849,봐비
853,교수님을
854,설득하기
855,프로젝트
856,일주일
857,두잔이라고
858,되어있는데
859,그켬
862,껏도
863,아닌데
874,뭐지요
875,일주일
876,두잔이요
879,안마시는데
880,동명이
881,인인가요
882,절주하라뇨
883,당황
885,수학적으로
886,아냐
887,나이는
888,맞는데
889,교수님을
891,설득해야
893,귀찮
895,흐윽
896,심혈관
897,나이
899,적절하군
900,다행이다
901,젊어
903,음주
904,빼면
905,내꺼
906,맞는데
908,그거
909,약때매
910,간이
911,나가리라서
912,그런
914,아녀
915,근데
916,간장
917,질환쪽은
919,정상인디
920,흐으음
921,어쨋든
924,문의
925,전화해봐
926,음주
927,관련
928,문의로
929,그래야
930,하나
932,이거
933,신사구체여
934,과율도
935,나온다
937,이거
938,여과량
939,계산
940,가능하겠네
949,일단
950,혈압
951,수축기가
953,높은
954,거랑
956,조금
957,부족한
959,근력
960,운동
961,부족한거
962,빼면
963,멀쩡하다네
964,사람이라
965,다행이다
967,금주하래
969,왔어
972,그건
973,저번에도
974,듣긴
975,했지
976,심뇌혈관
977,나이
979,크으으으으으으으으으으
981,젊다
982,젊어
983,알코올
985,어디
988,건강하대
989,근데
990,내가
991,저번에
992,걱정한대로
993,고콜레스테롤혈증
996,의심
997,저런
998,가족성은
999,쩔수
1000,그러네
1001,가족성은
1002,쩔수
1003,없지
1005,건강하군
1006,다행
1007,우리
1008,모두
1009,정상이라
1010,다행이여
1011,휴우
1012,다행이야
1013,통화라러
1014,옥상
1015,왓는데
1016,뭔가
1017,이쁘군
1019,와아
1020,미친
1022,이쁘다
1024,필터여
1025,오오오
1026,이뿌다
1027,오오
1028,이뻐
1029,근데
1031,창문으로
1032,보면
1033,깜짝
1034,놀라
1035,밖이
1037,암적색이라서
1041,놀자
1042,놀자
1043,여러분
1044,놀자
1048,나도
1049,지하
1051,가고
1052,잇어요
1053,기다려주세요오
1055,모야
1056,다들
