,chat
0,종전이라며
1,우리
2,땅값
3,오르겠다
7,군대도
8,안가고
9,전곡
10,도시되고
11,비행기
12,날라
13,단고
14,다니고
15,언능
17,아라
19,우린
20,땅이
21,없어
24,이제
25,출발
26,어여
27,와요
29,동두
30,천역이얌
32,쵝오
34,맛나게
35,먹어
36,재혁이
37,언제
38,올건지
39,오라하지
41,교회에서
43,한다
44,해서
46,정도에
47,갈깨
49,괜찬아
51,맛있게
52,먹어
53,용량
54,부족이래
55,안할래
56,감사해요
57,하트
61,공인인증서가
62,앖엌
64,주말에
65,해야게따
68,도착했엉
74,옛날
75,생각나네요
77,재혁이
79,이렇게
80,이뻤어
84,미주
85,농땡이
91,깜놀
92,베트남
93,여잔
96,애이
97,저렇게
98,이쁜
99,베트남
100,여자가
101,어디
102,있어
105,엄마
106,조녜네
109,진짜
110,많이
111,이뻐졌다
112,또륵
113,증거
116,아니
117,그만
118,보내욬
120,여운
121,아빠
123,마지막
129,이쁜
131,새끼들
132,이쁜
133,미단양이
134,되었죠
136,그러게
141,동남아
142,사람인거
143,같어
145,나라로
146,갈래
147,뭐랰
149,여긴
150,내가
152,곳이
154,오늘의
155,노래
156,샵검색
157,태연
159,좋다
162,이거
163,오늘
164,미리
165,집에
166,가져다
167,듀뎨요
168,왜냐면
169,내일
170,배라가면
171,케잌
172,없을
174,직은
175,이모부가
176,생일
177,선물로
178,주신고야
183,내일
184,먹자요
185,없으면
186,아이스크림으로
187,대체하던지
189,문재인
190,대통령
191,공약인
192,휴대폰
193,기본요금
194,인하로
195,오늘부터
196,휴대전화
197,요금할인
199,되네요
200,전화하니
201,바로
202,해준다네요
203,홍쌤이
204,알려준거
205,오늘
206,인천
207,가나요
208,안가요
210,웨딩
211,스튜디오
212,어버이날
213,전달식
214,입니다
217,기여우
223,헤헤
224,어디
225,가유
229,재혁이의
230,선물
233,감동이야
234,재혁아
238,재혁꽃배달임돠
240,엄마
241,과외선생님
244,이거
245,사오래
247,근데
248,혹시
250,사야는
251,사람
252,없나요
254,주문하려니
255,배송비가
256,있어서
258,아님
259,서점
260,가서
261,사야지
263,이틀
264,남았어요
265,배고파
266,죽겠다
269,제모는
270,아쉬운
271,대로
272,면도기로
273,해야겠다
274,또륵
275,집에
276,언제
277,오는데
280,내일
281,페스티벌
282,가요
283,이번주
286,못가
288,촬영
289,한시간
290,전에는
291,도착해야
292,하면
294,반까지
295,도착해야
296,하니까
297,시라
298,생가가고
299,갈게요
300,시에는
301,버스
302,타야지
305,비오는
307,부침개와
308,함께
310,내일
311,활영이
312,자나
314,웨딩
315,스튜디오
316,톡게
317,시판
318,공지
320,웨딩
321,스튜디오
323,친구는
325,식욕을
326,말리는데
328,혹시
329,촬영
332,끝나나요
333,아마
334,시전에는
335,끝날
337,발신
338,동영상
339,발가락도
340,같이
341,꼼지락대네
344,헤메
345,받는
346,사람
347,어떻게
348,야하더라
349,머리
350,샴푸만
351,해서
352,바짝
353,말리고
354,가고
355,린스하지
356,말고
357,화장은
358,기초만
359,퉁웅
360,버스
361,탔어
363,옷은
364,남방이나
365,블라우스처럼
366,앞이
367,트이는
370,진짜
372,그래야
373,머리가
375,망가져
376,아아
378,입었어
381,이거
382,괜찮겠지
383,조심해서
384,벗으면
387,웅웅
390,오늘
391,저녁에
392,닭발
393,먹기오
394,했다
396,그나저나
398,머리를
399,완조니
400,못말럈어
402,그럼
403,풀러
404,묶고
405,있지
406,말고
407,웅웅
410,세정거장
411,남았어
413,메일로
415,받았다
417,내가
418,학사
419,가서
420,과제
421,끝내고
422,저녁쯤에
424,대충
425,손질해서
426,보내줄게요
427,키키
428,톡게
429,시판
432,보내죠
434,배터리
435,옶오
436,메일
439,중에서
440,뭐로
441,할지
442,고르면
443,웅웅
444,내가
445,장으로
446,추렸어
447,눈감고
448,이런
451,빼구
452,내가
453,프린트
454,할만한
455,가족사진
456,보낼게
465,이정도
469,이것도
470,있다
471,중복
473,개씩
474,고르쟈
475,페북에
477,올렸어
478,헤헤
479,혹시
481,쿠션
482,거기
483,짐에
484,있어요
487,아까
488,보니
489,쇼핑백에
490,있더군
493,망했따
499,어쩌지
500,이번주
501,엠티
502,가는
504,하하
505,톡게
506,시판
508,톡게시판
511,내가
512,메이크업
513,받는
514,사이에
515,톡게
516,시판
517,투표
519,고르기
520,개씩
521,톡게
522,시판
523,공지
525,고르기
526,개씩
528,번째
529,사진은
