,chat
0,다들
1,모행
2,한잔
3,하자
4,한잔
7,끝난고야
8,금요일에
9,끝났다
10,아직도
11,안끝난
12,사람
13,있어
15,오늘
16,싸강
17,그거
18,하면
22,그럼
23,오늘
27,일에
28,끝나
31,일이요
38,와주
39,남았네
40,전공인데
41,팀플이야
42,애도
44,끝났는데
45,커피빈에서
46,쓸데없는
47,조사하고
48,있어
49,꾸에에에엥
54,그날
55,서울
56,갈게
57,아니면
59,갠찬
62,한달
63,뒤네
72,인생이
73,힘들어
75,워뗘
78,목요일
81,잠만
83,다음날
84,우리
85,동아리
86,일홉
87,일드스
88,스바
89,나도
90,목요일
93,그럼
94,일은
95,영훈
96,오빠
97,핵인싸라
98,힘드네
99,담날
100,일홉
101,상관
103,아님
104,달려달려
107,근데
108,여기
109,학교
111,다니는
113,금욜에
114,수업
115,있나
118,재수학원임
119,시간표
120,뭐냐
121,저거
123,재수학원
125,살아있어
127,근데
128,맨날
129,시면
133,몸이
134,이미
135,적응했어
137,먹어도
140,이건
143,이번에
145,맞으면서
146,술먹자
147,꿀잼
148,눈누
150,영훈릠
152,가자요
153,나도
155,동아리
156,종총이긴
157,한데
159,저건
160,뭐야
164,이거
165,다들
166,좋네
169,학년은
170,이제
171,체력이
172,딸려서
173,편하게
174,다녀야
176,삶의
178,엄청
179,올라갈
181,알았는데
182,아니더라
183,팀플
184,때메
185,개고통
186,받고
187,있어
188,역대급
189,시교도
192,듣고
193,프로팀
194,플러네
200,전공인데
203,졸전인데
207,귀여워
208,저게
209,모야
212,이거
216,귀엽지
217,완전
225,다들
226,힘들게
227,사네
228,그래서
230,안대나여
234,다들
235,갠춘
236,학교
237,축제
239,언제더라
240,이번에
241,축제
242,언제임
244,일걸
245,일이나
248,수목금
249,삘이다
250,무튼
251,그쯤임
254,가능
255,나도
256,가능
258,나두
259,가능
260,영훈
262,목요일
266,오키
269,이번엔
270,도훈바
271,제대로
272,가보자
275,기억
277,개조아
278,개조아아아아
279,나도
280,기억
281,없다
283,나도
285,기억
287,그때
289,신기한
290,과일
291,소주
292,먹었던
294,같은데
295,도훈이
296,집에서
297,그거
298,먹고
299,기억
300,없어졌어
303,그거도
304,기억
308,아니
311,다시는
312,여러분들
313,취하고선
315,데려옵니다
316,그래도
318,기억하시네요
319,저희
321,시그니쳐
322,메뉴
323,크렌베리
324,토닉워턴데
326,토닉워터
327,엮어
331,머리
332,깨지는
334,다음날
342,아아아
343,맞다
344,크랜베리
345,마자
355,오늘
356,당한
357,수치플
358,이름
359,없이
360,홍서영
361,찾아지는
362,기적
364,경영대학
365,경영학과
367,혼자
368,학년
369,실화야
378,대추리
379,개취함
380,앰드랑
381,애들
383,애들아
389,노답
391,개웃기넼
393,모냐
394,저거
395,기억
396,삭제
397,으휴
398,사실
399,나도
400,어제
402,겁나
403,마심
411,힘들어
412,진짜
413,나이는
414,나이다
415,역쉬
418,땅땅땅
426,땅땅
427,영낭아
428,너네
429,내일
430,밤에
431,생과대
432,부스
433,신청했던데
434,그거
435,주점이야
437,타대생들
438,놀러
439,온대서
