,chat
0,홍서영님이
1,선물과
2,메시지를
3,보냈습니다
4,엉유나
5,생일도
6,개강도
7,완존
8,추카해
11,만나서
12,제대로
13,맛있는
15,사줄게
16,헤헤
17,언능
18,만나조
21,우리
22,언제
23,보냐고
24,저거
25,아직두
26,좋아했으면
27,좋겠당
28,화이트
29,모카
30,키키
31,오늘
32,누구보다
33,행복하고
34,예쁜
35,하루
36,보내
37,우리
38,엉유니이이이이
39,키키키키
40,진짜
41,고마오
42,써영
44,덕분에
45,아주
46,행보
47,캐난
48,주말이면
49,시간
52,내가
53,수원
54,갈뤠
55,거기
58,없냥
60,으아아앙
61,요기
62,볼거
63,없징
64,그치만
65,내가
66,있오
70,고거면
71,아주
72,충분하지나
73,기숙사
74,옮겨서
75,통금
76,생겨버려서
78,놀러가면
80,다시
81,재워줘야
83,어서
84,보자
86,써영
88,엉유나
90,빠니닌데
92,끝나고
93,잠깐
94,보까
95,흐흫
98,넘조아
100,지금
101,수업
102,끝났써
106,가까
109,좋치
110,헐헐
111,엉윤아
113,마실래
114,내가
115,시켜둘게
118,라떼
119,아이스
120,바닐라
121,아니면
122,그냥
123,그냥
124,오키키
125,흐흐
126,가께
127,떵유나
129,즐거워따
140,공사
141,소개
142,받아보고
144,자만추는
145,업따
156,개웃경
157,알게
159,나도
161,즐거워쑴
163,회기
164,오면
165,연락해
166,이렇게
167,잠깐씩이라도
168,보자
169,엉윤
171,회기
172,너무
173,가고
174,싶다
176,어제
177,다섯시까지
178,코딩했오
179,인생
181,미쳤어
182,코딩왕
183,되겠네
184,회기
185,놀러
187,써영
188,너네
189,학교에서
190,벚꽃놀이
191,하자
194,엉윤
195,배사
196,우리
197,학교네
199,예쁘네
200,여름에
201,외대에서
202,술머거야
204,엉윤
206,외국
207,언제
208,가는
209,것이야
211,엉윤아
212,엉윤아
213,일에
215,모해
216,바빠
217,아닝
219,수업
220,세시에
221,끝나구
223,것도
224,없서
226,군데
232,아니
234,윤재영
235,알지
237,성호
238,친구
239,응응
241,걔랑
242,성호랑
243,국캠
244,그날
245,축제해서
246,놀러오기로
247,햇고든
250,너두
251,놀러올래
253,근데
254,국캠
255,와야
256,하니까
257,내가
258,오라고
259,못하겠다
261,국캠
262,가는
265,우리
266,설캠가서
267,상관없는데
268,그냥
269,버스타면
270,바로
276,걔네랑
277,재밌게
280,있겠지
283,있잖아
308,국캠
309,연예인
311,방해서
313,쓸꼬야
314,헉스
315,금공이지
316,그럼
317,갈뤠
318,엉윤
324,엉야
325,완벽해
326,오예
327,제발
330,과제만
331,없기를
