,chat
0,청년다방
1,좋즤
2,근데
3,저번에
5,전화한겨
7,늘아
8,그때
10,맛있는거
11,먹길래
14,늘아
16,용처리
17,주소
18,알아
19,부대
20,머른는뎅
21,내가
22,알아
23,내쮜
24,하늘아
26,누나
31,뭐뭐
34,디엠이야
35,페메
37,카톡이녀
38,뭐야
39,하나만
41,혼란스러워
44,군인한테
45,관심
46,주잖아
47,내가
49,군인
50,끝내고
51,싶다
52,관심
53,주세욤
57,대신
58,수업
59,들어주면
60,관심
61,준다
63,누나
64,어디
65,캠이야
66,자굼
67,국캠이지
69,화이트
70,데이
71,모야
72,모야
75,나이키
76,홍보대사야
84,뭐야
85,이건
86,들어가니까
87,암것도
88,없던데
91,구독해
92,그래도
94,이름이
95,마음에
96,안드는데
97,안녕하시효
100,홍시
101,효선이다
102,임마
103,홍시는
104,뭐야
105,설마
106,마사카
107,나다
108,얌마
111,컨셉은
112,뭐임
114,아무거나
115,다하기
117,무지막지한걸
119,하늘
120,지금
121,봤는데
124,나도
125,지금
126,봤는데
130,지금
131,공부하지
134,여윽시
135,사학년
137,시험
138,언제
139,끝나
144,재밌지
148,휴가
150,남았는데
151,시험이
155,끝나
157,하늘아
160,군대지
161,싸이
162,보러
164,이상한
165,개구리
167,그만
168,쓰면
169,안돼
170,싸이
171,보여주면
172,고려햐봄
173,뷰러
174,오라고
176,헤이
177,가이즈
178,오늘
179,몇시에
180,만나
183,오늘이야
184,미친건가
185,오늘
186,화요일이잖아
187,아니
188,방금
190,카톡해놓고
193,어제
194,달려서
198,어디서
199,회기
200,누구
201,오는뎅
203,저녁
204,먹기로
205,했는데
206,어노
207,진서
208,혜란
209,진우
211,누나
214,같음
215,흠냐
217,늦참해도
219,송인이
220,같긴
221,한데
222,오늘
223,출근
224,운동이야
225,운동
227,에번데
229,아니
230,오늘
231,가야도
232,시에
233,만난다고
235,필라테스
236,헬스
238,아아아아
239,아앜
242,치는데
243,조용히
244,햄마
245,퇴근은
246,언제
249,뎅대에
250,데에
265,엥게
273,누나
274,우리
275,밥만
276,먹고
277,파했으
278,어딘지
279,말해
280,허뤼옵
281,홍씨
282,어디셈
283,횡단보도
285,오셈
286,일단
287,잠깐만
288,들어와바
289,고민
290,중이니까
292,누나
293,누나
295,누나
296,누나
297,누나
298,방학
299,때도
300,헬스
301,할거야
303,대박
305,지금
306,헬스
307,왔는디
310,근데
312,방학
314,거으
315,없어
317,의지
318,국캠
319,가서
320,계절
321,듣고
322,그건
323,여행감
324,배신인데
329,전에
330,오셈
333,나랑
334,운동하자
337,좋다
338,하하
339,근데
340,나도
341,여행갈랴
345,그럼
346,월부터
349,서울에
350,학교
351,다님
352,노노
353,근데
354,서울
355,살듯
356,아마
357,하늘
359,저녁
361,먹지
362,닭강정
363,드셈
365,그거
366,먹었어
369,진짜
370,그걸
371,그럼
373,물어본거지
374,그럼
375,치킨
376,드셈
377,김치찌개
378,먹고
379,싶다
380,하느랑
381,프사
382,너네
383,강아지야
384,김치찌개
385,좋은데
386,우리
387,강아지
388,맞앙
389,하늘아
391,휴가임
394,일에
395,휴간데
399,해보자면
404,까비
414,하늘아
415,언제
416,이사와
417,월이요
418,멀었네여
419,다음달이
420,월인데
421,뭐가
422,멀었어
423,아직
424,일이자나
425,멀었어
429,딤주
430,회기감
431,같이
432,운동
434,휴간뎅
437,할머니
439,언제
440,오냐고
442,회기
443,입성은
445,금방이다
446,고거
447,안녕하세요
448,인상이
450,좋아
451,보이세요
452,시간
453,괜찮으시면
454,말씀
456,나눌
458,있을까요
459,도를
460,아십니까
461,헤헷
462,하늘이
463,회긴가
464,하늘이
465,군대임
470,쓰는
471,시간이지롱
472,홍홍홍
473,누나
474,다니는
475,헬스장
476,이름
477,뭔데
478,나나나나
480,까먹
482,프라비라운지
483,휘트니스
484,여기
485,아핳
486,보니까
487,여기가
488,제일
489,좋드만
493,고고
494,월에
495,도망가고
496,월에
497,설국이몀
498,사실상
499,안녕
500,아니야
502,노노
503,삼월부터
504,다닐
506,저녁에
507,운동갈거얌
508,월에도
509,할까
511,고민중
515,고고
518,무조건이지
522,뭐가
525,같이
526,다니자
527,아아
528,알겠어요
529,아싸
530,저기
531,말고
532,다른
533,데는
535,구데기드만
537,저기
538,새삥
539,집이랑도
541,제일
542,가깝고
543,사람도
544,별로
545,업서
549,뤼얼
550,위치
551,때문인가
552,가격도
554,첫달이랑
555,마지막
556,달만
560,사이에는
561,인가
563,저런
564,식으류
565,하드라
566,첫달은
567,사람
568,많아서
