,chat
0,효가효가
2,카톡이
3,날라갔어
11,굿노트
12,써봤어
14,효가
18,데리고
20,정수오빠
21,보러
22,가던길
23,거기
24,네비에
25,어케
26,쳐야
27,될까
28,그쪽
29,가서
30,카페도
31,가고
32,그럴라
33,하는데
34,근데
35,토욜에
36,사람
37,많겠지
39,삼청동길
40,찾고
41,가면
42,거기에
43,예쁜
44,카페
45,많을걸
46,주말에
47,가도
48,괜찮을
49,거야
51,차는
52,막히겠지만
53,세혁쓰
55,드렸엉
57,노로바이러스
58,걸려서
59,지금
60,살아났어
61,누나
62,졸업
63,완전
64,축하드린다구
65,전해
69,고생했네
70,누나가
71,너무
72,비싼
74,아니냐
75,길래
76,면세로
77,싸게
78,샀다고
79,뻥쳤지
80,잘했어
81,세효가
85,멋찌넹
87,졸업하면
89,동생도
90,축하해주려나
91,당연하지
92,동생한테
93,잘해줬잖아
94,효가
96,열심히
97,사는
98,계정
99,팔로
100,할래
109,응원해줘
123,아나
124,저거
125,뭐하는
126,계정인데
127,열사계
138,오늘
139,약간
140,열심히
141,살다
142,말았는데
143,다시
144,열심히
145,살아야겠자
147,열심히
148,사는
149,기록
150,남기는
151,거가
153,세혁
157,내일부터
158,다시
159,업로드다
161,지금
162,대치동
163,와서
164,동생
165,무슨
166,입시설명회
167,녹음하고
168,있어
170,강사
171,제자가
172,서울대
173,기계공학과
174,갔대
175,세효기
176,후배네
187,이후로는
189,적도
190,없는
191,후배님들인걸
192,세혁아
195,이거
196,지금
197,봤어
199,쓰레기야
210,괜찮아
211,세혁아
213,이제
214,다시
215,서울살아
218,언넝
219,만나쟈
221,재밌는
222,얘기
223,해줄
225,많은데
241,무슨
242,일이
243,있었던
244,거얔
246,세혁아
249,상프
250,사람들
251,모였었다는
252,거기
253,갔었어
254,내가
255,무튼
256,만나면
257,늦은
258,생일
260,사줄게
263,무슨
264,모임
266,알겠어
267,몰라
268,무슨
269,청문회
270,했다던데
271,지금은
272,너무
273,죽을
275,같으니까
276,종강하고
278,사줘
279,길웅
280,오빠
281,위주로
287,죽을
289,같아
291,모였다고
292,듣긴
293,했어
310,죽었어
311,시험기간엔
312,원래
313,죽을
315,같은걸
316,이미
318,아나
320,근데
321,응응
322,여름에
323,너네
324,국캠에서
325,학점
326,교류해
329,설캠인데
331,일로
332,오는
333,거야
339,근데
340,온라인
341,강의
342,들을거야
344,아니
345,아아
347,듣게
349,회기
350,신청하려고
351,했는데
352,들을게
353,있어
354,신청
355,마감이래
356,띄용
357,아니
358,그냥
359,학점
360,채우게
368,웃겨
369,아니
370,근데
372,희망과
374,담기
375,응응
376,이런
378,안돼
380,우리
381,내가
383,찾는
384,거야
385,학기중에는
386,되는데
387,계절은
388,안돼
390,그럼
391,어떻게
393,우리도
394,그냥
395,계절에는
396,내일
397,시간
399,치면
400,학수번호
401,쳐서
404,로그인
405,바로
406,하고
408,검색해야
410,와우
411,로그인은
412,미리
415,있어
416,굉장한걸
418,수강신
419,청창이
