,chat
15,진짜
17,안해놓을게
20,여즘
21,모하냐
23,시바
24,자격증
25,공부해야
26,되는데
28,배송이
29,안와서
30,못하는
44,요즘
46,운동하고
47,예주
48,픽업하러
49,따라댕김
58,날라리여
60,방학
62,갔다
63,진짜
66,인바디
67,했는데
69,근육
70,키로
71,찌우래서
72,충격받고
73,운동하자나
75,배송
77,안온댜
78,지호랑은
79,자주
80,만남
83,새끼
85,뭐냐
86,유진
87,무튼
88,유진놈
89,오티오나봄
91,지호
92,뭔가
93,좋은데
94,짜증나
95,죽겠어
98,만나서
99,말해쥼
103,근데
104,회기에서
106,존나
107,많이
108,마주친다
109,진짜
110,일주일에
112,번은
113,보는
115,물론
116,멀리서
117,내가
118,보고
119,숨음
125,야야
127,토요일날
128,청소하면서
129,썰풀자
131,아니
133,갑자기
135,오고
136,지랄이여
138,아니
140,움짤은
141,머냐
142,혜란아
144,귀욥
147,빨링
148,퇴근하고
149,싶다
152,요즘
153,머하냐
155,퇴근
156,언제해
158,말해짜나
159,노잼인생
161,운동하고
162,예주
163,픽업하고
166,아부지
167,발렌타인이여
170,귀요워랑
171,나두
172,내일
173,집에
174,하나
175,사가야겠다
176,오늘
177,초콜렛
178,옴총
179,팔리더라
183,라니
184,떠영이가
185,사듈까
187,란아
188,너네
189,집에
190,청소도구
192,있지
194,들고
195,갈까
200,수건
201,버릴거
202,먼지
203,닦을
205,쓸거라소
206,딱히
208,필요없을
210,같은뎅
211,아항
212,오키오키
215,그러면
216,휴학해
219,아직
220,복학할
221,마음의
222,준비
223,늬늬라능
235,진짜
236,휴학하고
237,싶어
238,혜란아
242,이번
243,학기는
244,못하는겨
249,진짜
250,서영아
252,진짜
253,너한테
254,할말이
255,많다
267,떨어졌다
268,대체
269,무슨
270,일이
271,일어나고
272,있는
273,거야
276,토욜에
277,저녁
278,약속
279,있어
281,저녁
282,먹지
283,말고
284,와서
285,너랑
286,치킨이나
287,먹을까
290,없찌이이이
292,편한대루
293,하셍
296,알쏘
297,그날
298,상황
299,보고
300,말해주께
304,허니
305,멜로
306,먹고
307,싶다
308,공부하기
309,졸라
310,싫다
311,혜란아
312,인생
316,공부하냐
317,나도
318,너랑
319,같이
320,먹었던
321,허니
322,멜로
323,맛을
324,잊을
325,수가
326,엄서
331,헤헤
333,진짜
334,오바여
335,자리에도
336,없는데
338,내라니
339,그니까
347,샀음
348,히히
349,혜란
350,추천탬
351,예쓰으으으
353,혜란아
355,키드밀리
357,해엑
358,어디서
364,오늘
366,가지러
368,제왕
369,도와줄게
372,란란
373,퇴근
374,언제얌
376,두시
377,오홍
379,비슷하게
380,도착할듯
383,이제
384,출발하겡
385,근데
387,오늘
388,퇴직계약서
389,써야
390,되서
391,조콤
392,늦을
393,수도
401,혜란
404,창석이
405,서울이래서
406,이따
407,도와줄듯
408,헤헤
409,천천히
411,오케오케
413,퇴사
414,완료하구
415,가는중
420,리모콘
421,놓고
422,가써
424,서으
425,영어
426,엉엉
428,이제
429,광주
430,도착햌설
433,괜찮냐
437,란란란
448,오자마자
449,뻗음
451,지금
452,깼오
456,오기
457,전에
461,토하고
463,시간
465,운전하고
466,기절
468,란아
469,진짜
470,오늘
471,너무
472,고마워
475,짐도
476,옮겨주고
478,나갈
480,청소도
481,신경
483,써줬어야
484,하는데
486,진짜
487,너무
488,고마어
489,아냐
490,아냐
492,어처피
493,엄마
494,옴청
495,늦게
496,와서
497,청소하고
498,계속
499,누워있었엄
505,구러냐
