,chat
1,콩이
2,베개
3,백만개
6,이따
10,흐앙
11,굳모닝이여
13,거의
15,끌고
16,가서
17,아침
18,먹었다
22,아침까지
23,먹었엉
25,뻗어부렸낭
26,쏘기
27,홍이
31,잣어
32,응응응
34,냐냐냐
36,움냥
37,꿀잠자
39,창석이
41,잤어
42,우엉
44,잣어
45,흐흐
47,세수하고
49,여지
50,누워잇
51,엇동
52,세수
53,잘하구
55,어푸푸
58,히히히
59,홍이
60,다시
61,기절
64,살아이찌
65,딩구르
66,히히히히
67,좋앙
68,아침
69,머걀
71,바루
72,점심
73,먹을라궁
75,이따가
76,나가서
77,돈까
78,먹을거얌
79,돈까
80,창석아
83,으아
85,인디고
86,뮤비
87,봤는데
88,키드밀리
89,진짜
90,잘한당
91,이잉
93,닭찌찌
94,먹구
95,잇오
97,어떤
98,간부가
99,맨날
100,우리
102,전자렌지
103,쓰러
104,오는데
105,히히히
106,닭찌찌
107,먹어야지
108,해서
109,나도
110,그러네
111,키드밀리
112,짱지
116,띵을
118,채로
119,주거버렷어
122,끝나니까
124,된당
125,근데
126,전자렌지
127,쓰러
128,거기까지
130,쏘가
132,씻고
133,와서
134,저나하까아아아
135,구랭
136,히히
138,운동가
139,있을
140,수도
141,잇댱
142,저나
144,응응응
145,운동
146,언제
150,닭만
151,다먹거용
152,흐흐
153,씻구
154,와요
156,빨래
157,끄읏
159,쏘가
161,먹엉
163,친구랑
164,점심
165,먹구
166,이써
167,헤헤
168,친구
169,진짜
170,좋아한당
172,엉옹
173,진짜
174,돈까스
176,좋아해
177,응응
178,히히
179,너는
181,먹어써
182,운융
185,지금
186,먹구
187,잇오
188,잘해똥
189,헤헤
190,쏘가
193,이거
194,풀린거
196,잡았당
199,길에서
200,소리
201,질렀어
211,귀여어
212,흐엉
213,홍아
215,몇시차야
216,언제
217,도착해
218,비밀이얌
219,키키
222,못가는
224,아라
228,아마
229,거기
230,학교
231,시쯤
232,도착할
234,같옹
238,좋당
239,헤헤
240,아침
241,먹고
242,운동하고
243,가야지
247,설레
248,미춋어
249,운동까지
250,하겡
252,늦잠자용
253,흐흐
255,친구
256,배웅하고
257,시내들려서
258,잠깐
259,볼거
260,보고
262,들어가게
263,예주
264,같이
265,점심
266,먹는다더니
267,지금두
268,안일어낫나봥
272,이거
273,사려공
274,헤헤
276,모야
277,저긴
279,왜케
281,쏘가
282,운동
283,열심히
285,나는
286,기절띠당
287,이제
288,인나서
289,연락할게용
292,헐랭
294,잘자용
295,홍이
302,귀엽당
304,창석이
305,안뇽
306,홍아
307,굳모닝이야
309,으앙
311,피곤
312,햇나보다
313,다시
314,기절띠
315,오홍
317,키고
318,기절
319,모야
320,진짜
321,기절인가보넹
324,죽디마
326,기절할
328,했어
329,쏘가
331,기절해
332,두대
334,만두가
336,귀여워서
337,구래
339,탓이얌
342,기절유도
343,이모티콘
344,기절해랏
350,오딜
351,만죠
352,뵨태
353,뿜뿜
354,추는
356,자나
357,뿜뿜
358,지는
359,그런거
371,충청도
372,말이랑
374,어울리는
375,이모티콘이
377,순둥혀
378,이거
379,경상도도
380,있는뎅
381,충청도랑
382,짱달라
383,얘는
384,화나
385,있엉
404,아이다
405,아이다
406,아이다
413,다르다
415,저러진
416,않는뎅
420,기여운
421,것두
422,있옹
423,맞다
424,가시나야
428,똑띠해라
431,이거는
432,진짜
433,대파
436,말하는
437,거야
439,대파
440,아항
442,사투린가
443,백종원두
444,있옹
453,귀여어
454,홍아
455,근데
457,적금
458,우리
459,카카오
460,아아아아아
461,응응응
462,일마다
469,빠지는
470,거야
471,후우
472,우움
473,아니
474,저거
475,매주
476,빠졍
479,매주
480,이마
482,구래서
483,저번주는
484,그냥
485,내가
486,만원
487,넣었엉
491,몰랏어
492,대지야
493,알려줘야지
500,바빠
501,보여서
502,헐랭
503,그른가
504,잠만
508,이번주에
509,니가
510,이마
512,넣엉
513,구러면
514,으앙
515,예주랑
516,저녁
517,먹기루
518,했는뎅
519,기찬타
521,이번주엥
523,하나두
524,업졍
526,엄마
