,chat
1,휴우우우우우우야
3,예약해뒀엉
5,받으면
6,말해주라
8,예약도
9,되는
10,좋은
11,세상이네
12,토스
13,아라또오
14,업뎃
15,됐어
16,무료도
17,번이야
18,하나
19,은행
20,어플
22,바보야
23,그거
24,수수료
25,없자나
26,타행도
27,당요
29,있즤
30,근데
31,기차늘뿜이야
32,자야지
33,아아아
34,미갱
36,드러
37,놔소
38,왓오
42,임모티콘
43,기여운
45,먼제
46,먼데에에에
47,귀엽지
48,아파트에
49,장터서서
50,오뎅사머굼
52,꿀맛
53,얄개먹을
55,있을
57,같아
58,오마이
60,오늘
61,나도
62,엄마가
63,오뎅탕
64,해줘써
67,이거
69,오늘
70,내가
71,만든
72,계란찜
73,요리쟁이네
74,짜파게티랑
75,먹음
76,맛있게
78,형선이가
79,해준
80,짜짜로
83,대전
85,가구
86,싶따
87,미갱
88,엽떡
89,먹구
90,싶다
92,요리쟁이라고
93,쳐주는
94,거야
95,저거
96,보고
99,흘러서
100,씨가
101,마른
102,계란찜
104,엽떡
105,오늘
106,머거찌룽
107,어쩐지
108,계란찜
109,해서
110,엽떡
111,생각났어
113,형선
114,내가
116,나중에
117,회기
118,올일
119,있으면
120,꿀루트
121,알려죾
122,주께
123,대전
124,터미널에서
125,상봉
126,터미널로
127,오면
129,그러면
130,상봉에서
131,회기까지
133,정거장이야
135,꿀루트
136,갑자기
137,배움
139,사학년
140,되고
141,서야
142,알았네
144,미갠
145,저거
146,창석이가
147,맞던
148,건데
149,들어가는
151,아프대서
152,내가
153,위로
155,올려버림
159,무슨
160,장염인가
161,노로바
162,이러슨가
163,그거였는
164,나도
165,옮아서
166,어제
168,토하고
169,설사하고
171,대박
172,든데
173,병원
174,지금
175,살아났어
176,아니였어
177,간호사한테
178,말하쥐
179,아니
180,근데
181,아아아아아
182,진짜
183,고생
184,아침에
185,병원
186,갔다가
187,이욨겠다
189,우리
190,집에서
191,하나
193,맞았어
194,밤에
195,우리집
196,링겔도
197,놔드려요
198,비밀이야
200,아빠
201,들키면
202,안됨
212,옴마
214,웃겨
215,역시
216,의료인의즵
218,아니
219,아니
220,아빠가
221,군대에서
225,매로
226,배운
227,거대로
229,고삼때
230,진짜
231,마니
232,맞았오
234,어제
235,들어가셨슈
236,스파
237,갔쭁
238,아파서
239,못갔또
242,자취방
244,빼서
245,티비
246,처치
247,곤란이라
248,저기
249,올라가
250,있어
251,미갠
260,조기는
261,평택집이야
262,완죤
263,아늑해보여
266,놀러
269,평택
270,게스트
271,하우스
274,보드게임
275,카페
277,갔냥
279,캬캬
283,생리통
284,때매
285,죽어가는데
286,이놈들은
287,놀고
288,있고
289,캬캬
290,죽지마
291,울서용잉
296,블락스핀
297,탔는데
298,왤케
299,무솝냥
300,오웅
302,탈수
303,없어
304,그런
306,사람
307,많어
309,오늘
310,처음에
311,트위스트
312,타구
313,팬더
314,보러
315,갔다강
316,바이킹
317,타고
318,챔피언십
319,로데오
320,타구
321,허리케인
322,타고
324,먹고
325,더블락스핀
326,타고
327,사파리
328,갔다가
330,기다리는
333,사람
334,별루
335,없는
336,거가
339,미개인
340,미개인
345,흐어어어어어엉
346,이따
347,저나
348,할래
349,미갱
351,워뗘
352,카페
353,바이브
354,여자
355,노뤼
356,우딘디
357,평택쓰
358,오퍼
359,커피여
362,아니
363,맛있더
364,보염
370,여친이랑
371,하는
372,꼬라지
374,답답해서
376,넘모
377,짜증나
378,형선아
382,여칀
383,한테
384,휘둘리기야
387,임티
388,넘귀엽
391,구치
393,미갱
394,바빠
395,저나
396,하까
397,안바방
398,오킹
399,내가
400,하께
401,키키
404,흐얼랭
405,멋진
406,남자가
407,퍼인트
408,인거
409,맞지
410,아니
411,너에
412,대한
413,감동
414,메시지를
415,읽으라구
416,보냇는데
420,알아
426,미갠
427,개강준
428,어케
431,개강안해본
432,사람처럼
433,물어보네
