,chat
0,추억
1,유노
2,인정
3,어드
6,인정띠
8,서영쓰
9,오늘은
10,국어쌤
11,바이브
13,이과생의
14,책장이다
15,띠용
16,다른
17,포인트
18,역시
19,인파
21,앞으로
22,더욱더
23,완전한
24,인파가
25,되기
26,위혀
27,노력하겠슴
28,예주
29,완인
32,되는
33,지름길을
34,알려주지
36,카톡
37,읽씹하면
38,완인
39,파임
40,방에서
41,나와
45,방금
47,멘트
48,무서웠어
49,방에서
50,나와
51,오우
52,무서워
63,아니
64,방에서
65,나와서
66,근데
67,인파가
69,끊음
71,역시
72,인파
73,킵고잉
80,서영의
81,랜덤
82,짤털
84,긔여운
85,주해
86,인정띠
87,무튼
88,방에서
89,나와
90,직진
93,방으로
94,와서
96,화장을
97,지워주면
99,완인
103,지금
104,세수한다
105,안돼
107,오지마
108,발소리
109,들리지마
113,님도
114,인파
115,씻으슈
118,헤이
119,찐파
120,쎄수하세여
122,지금
124,듣는다
125,뭔지
126,맞추면
127,천재
128,웰컴투마
129,플레이그라눙드
130,생각남
131,발렌타인데인데
132,아부지
134,해드릴까
135,생각중인디
136,아이디어
137,받습니다
141,예주씨
143,아빠
144,뭐주든
145,좋아할득
146,근데
147,내가
148,한번
149,토블론
150,초콜릿
151,줬는데
152,냉장고에
153,고대로
154,썩어갔던
155,기억이
156,있거든
158,좋아하긴
160,근데
161,먹진
162,않름
163,근데
164,엄마가
166,그랬는데
167,그래서
168,뭔가
170,아빠는
171,단거중에
172,호떡이랑
173,약과만
174,좋아한대
184,약과데
185,이해
186,오키
187,센스굿
188,근데
189,약과
190,어디서
196,정색하는
197,마크
199,귀여워서
201,이건
205,머리
206,마사지
209,이런
210,그림
211,생각했지
216,근데
217,우리
219,같은
220,카톡인데
221,온도차
223,나도
224,폰트
225,바꿀까
227,배고파
229,안자
231,내가
232,바꿈
233,근데
235,글씨
236,최소인데
237,왤케
238,커다랗지
239,폰이
240,작아서
241,그런가
243,잘짜
244,아쉽네요
245,예스
249,내가
250,먼저
251,보낸다
252,인파
260,이거
261,너무
262,웃긴데
263,공감함
274,예주
275,외국인들은
276,기도
277,할깨
281,이러케
282,하는
283,거야
284,에이맨
287,안자
288,저때
289,깼어
291,시에
292,뻗음
302,와우
303,서영
304,방금
306,독서실에서
307,쌤이
309,반에
310,하재서
311,버스
312,타고
314,왔는데
316,학교가
317,안끝나서
318,과외
319,취소됨요
320,근데
321,내가
322,원래
323,과외
324,끝나고
325,저녁
326,먹고
327,다시
328,독서실
330,생각이
331,어서
332,가방에
333,수학
334,수능
335,특강바께
336,안갖고
337,와서
339,공부도
340,못함
341,오엠쥐
342,너무
343,빡쵸
344,하지만
346,잘못은
347,아니니께
349,개빡쵸
350,진짜
351,거짓말
352,안하고
355,열자마자
356,취소문자옴
357,드라마
358,인줄
359,근데
360,사실
361,저번
362,시험기간에도
363,한번
364,이랬음
365,강아
368,아하니
372,놀자
378,되게
379,변태같은
380,이모팈콘
381,보내는데
383,저렇게
384,뜨지
386,버스
387,타고
388,오면서
389,간판들
390,봤는데
391,미용실
392,이름이
393,버르장
394,헤어
395,인거여
396,그래서
397,뭐지
398,했는데
399,알고
400,보니
401,버르장머리
406,예주
408,지금
409,내적
410,피식
420,인스타쟁이
421,놀이해
424,저거
425,두개
426,올리고
427,멘트는
428,이거
429,어디
430,해봐
431,강아
434,아하니
438,놀자
453,예주
455,와이
456,마이
457,네임이즈
458,버르장헤어
460,살짝
461,중국인
462,바이브
463,폰케이스에서
464,글케
465,느껴지만
474,틱톡하는
475,중국인이
476,쓸것
477,같음
480,예주
483,골라조
497,예주
500,띠용
502,창석아
503,일단
504,하루종일
506,페메
507,안읽어서
508,미안해
510,페메
512,때마다
513,너랑
514,얘기하고
515,싶었거든
516,특히
518,힘들다
521,토닥토닥
522,해주고
523,싶었는데
525,말할
526,자신은
527,없고
528,억지로
529,괜찮은
531,다른
532,이야기
533,하기는
534,싫어서
535,안읽었어
536,그러다가
537,전화하는데
539,목소리
540,들으니까
541,미안해지고
542,막상
543,싫은
544,얘기
545,못하겠더라
546,내가
547,너무
548,유치해
549,보이고
550,그렇더라고
551,창석아
552,그냥
553,나는
554,걔가
555,아직도
557,신경
558,쓰면서
560,미련
561,남게
562,행동하는
564,싫어
565,너무
566,똑똑하게
569,마음
570,휘두르는
572,같아서
573,못됐고
574,그래
575,근데
576,니가
577,거기
578,가서
579,좋아요
580,누르고
581,그랬다는
583,보니까
584,그게
585,너무
586,답답하고
587,화났어
588,나는
589,뭔가
590,싶고
591,내가
592,너한테
593,네가
594,그렇게
595,행동하는
597,싫다고
600,있는
601,사람일까
602,나는
603,너한테
604,뭘까
605,너를
607,가두어버리는
608,그런
609,사람이
610,되는
612,아닐까
