,chat
0,누나
3,클했어
7,헐헐헐헐
8,여라
10,아아
11,싸강은
12,전학년이지
14,전공
16,잡아써
17,싸강도
18,담았는데
19,시간표
20,보자
21,아아아
23,잡았지
26,징짜
28,친구들
30,학점
31,한자리
32,대야
34,우아
35,짱이다
36,저걸
38,잡았다구
39,진짜
40,미쳐따
41,학교에서
42,랜선
43,꽂고
45,나두
46,학교
47,갈까
48,피시방보다
49,훨씬
50,빨라
51,학교
52,추천
53,누나
54,전학년
56,하나
59,전공이랑
60,그그
61,전학년
62,와아아아
63,확랜
64,객프
65,저거
67,빡센건데
68,싸강두
69,어케
70,담았댜
72,학년
73,때라
74,쪼끔
75,수월한가
76,사람들
77,짬이
78,차면
79,꿀팁을
80,다들
81,알아보료서
82,빡센데
83,으항
85,대따
86,인열
88,일단
89,운동가서
90,운동하고
91,오껰
101,싸강
102,지금
103,남아
104,돌아서
105,학년이라
107,모르나봐
108,확랜
109,객프
110,애들
114,았대
116,운동
117,열심히
120,꿀팁
121,고마워
123,응응
124,인열아
125,나두
126,기주라
127,내일
128,나도
129,올클한다
130,빠샤샤샤
132,내가
133,너한테
134,보내줬던게
135,객프인가
136,다른
138,아직
139,안보내줘찌
140,응응
141,올클
142,기원
143,피시방
145,친구들
147,망해서
148,웬만하면
149,인터넷
150,빠르고
151,조용한
153,가는
155,추천할게
156,싸강만
157,주면
160,괜찮아
175,여기
177,올려놨어
178,확랜은
179,사실
180,교수님
181,달라서
182,소용없긴
183,할텐데
184,기출
185,풀어봐
188,소도구는
190,애들한테
191,기출
192,받은
194,진짜
195,거의
196,비슷하게
197,나왔구
198,나때
199,기출도
200,생각나는
202,적어놨옹
203,헤헤헤
204,나두
205,내일
206,올클하께
207,싸강은
208,중간은
209,기출
210,없는데
211,지이이이
212,인짜
213,에서
215,나오고
217,쉽게
218,나와서
219,기출
220,안보고
221,그냥
222,컨트롤
223,에프
224,하면
225,될거야
234,진짜
235,고마워
236,누나
239,엄청
240,사드려야겠다
241,다시
244,고마워
246,모야아
247,아아아
248,나두
249,너한테
