,chat
0,으아아아앙
1,승하야
3,노로바이러스
4,걸려서
5,죽었다가
6,지금
7,살아났어
9,승하
11,들어갔나
12,아아
13,하이
14,개강하고
16,지내느냐
17,오늘
18,면회
19,나왔다
20,승하야아아아아아아아아아
22,자대배치는
27,대배치
30,전방으로
31,갑니다
32,하하
34,보사단이야
36,담에
39,방가는
40,승하
42,언제나
43,오닝
45,휴가
46,나와서
47,연락함
49,지내고
50,이씀
51,복귀했음
52,아까
54,못했는데
55,소융튜브
56,티셔츠
57,이쁘게
59,만들었더라
60,디자인하느라
63,썼겠구만
64,그리고
65,충분히
66,잘하고
67,있으니깐
68,나머지
69,시험도
70,부담없이
71,보길
73,승하야
74,고마어
75,담에
76,나와서
77,후드티
78,받아가
79,헤헤
81,군인이니까
82,꽁짜루
83,줄게
86,와군인복지혜택
87,실화야
88,소융
89,튜브
90,흥하세요
92,오늘
93,근무만
94,빼면
95,완벽한데
96,하아
98,승하얌
99,생일
100,진짜
101,축하해
102,흐흐흐흐
105,오올
106,완전
107,감사링
108,시험치느라
109,바쁠텐데
111,고마워
125,승하얌
126,휴가
127,언제
128,나와
130,서영쓰
131,핵오랜만이네
134,아마두
136,일부터
137,일까지
138,나갈듯
139,근데
140,휴학했어
143,멀었넹
147,휴학했어
149,응응
150,월에는
151,일단
152,존버하려구
155,그때
156,인스타
157,스토리
158,보니
159,휴학한
161,같아서
162,요즘은
163,어디
164,출근함
166,우우웅
168,스타트업
169,인턴
170,계속
171,하고
172,있어
173,일주일에
179,밥은
180,맛있느뇨
182,대박이넹
183,역시
184,갓서영
185,박수
186,짝짝
188,맛없지
195,그랭
196,힘들겠다
197,그러면
199,그래두
200,휴가
201,길게
202,나오니까
203,맛있는
205,많이
206,먹어욤
207,그래
208,근데
209,휴가
211,어디로
212,가면
214,받을
216,있어
217,아아
219,서울인뎅
220,아니면
221,그냥
223,동방에
224,갖다
225,둘겤
226,저번에
227,거기
228,두면
229,없어질
231,같아서
233,호고곡아
234,그래서
235,챙긴거구나
237,근데
239,이번에
240,서울
241,가서
242,상관은
243,없는데
244,바쁘면
245,동방에
246,두고
247,가면
248,내가
249,들고
250,갈게
252,근데
253,진짜
254,누가
255,가져가려나
256,승하야
257,휴가
258,나오면
259,서울에서
260,하루
261,보자
262,후드티도
263,그때
264,줄게
265,오오
266,고마워
267,바쁠텐데
268,괜한
269,부탁해서
270,미안하다
272,아냐
273,아냐
275,안바빠
276,담주만
277,동생
278,수능이라
279,바쁘구
280,아마
282,담주
283,오키
284,오키
286,담주에
289,연락줄게
291,고마워
292,아냐
293,아냐
294,연락주세용
295,네엡
299,웹툰에
300,나오는
301,고양이
302,닮았다
304,바보
305,승하
306,그거야
311,냐한남
314,맞네
320,저건
322,모얔
324,춘배티콘
326,귀여워
333,고양이
335,귀엽다
336,역시
337,고양이가
338,최고라니깐
340,이것도
341,재밌음
344,미니
345,언즈
347,좋아하네
348,승하
349,오오정답
352,나도
353,춘배티콘
354,사야지
356,이모티콘
357,보다는
358,나은
361,쟤는
362,토낀가
363,모야
364,모야
365,토끼입니다
371,귀여운뎅
375,승하
378,안냈엉
379,휴간가
381,카톡하려고
384,농담이구
385,오늘부터
389,만세
391,쪼켔당
392,승하
393,기분이
394,어떠신가용
396,목요일
397,동생
398,수능이라
399,계속
401,내려와
402,있는데
403,떨려요
405,기분
406,완전
407,최고야
408,오오
409,갓서영님
410,동생분
411,이번
413,수능이구나
414,너무
415,떨지마
417,분명히
420,거니깐
422,수능
423,대박
424,나랏
428,언제까지
429,갓서영이야
430,승하야
431,요즘
432,자존감
433,바닥이야
434,갓이라뇨
436,잠은
438,못자는뎅
442,같애
444,흐흐
445,고마어
447,언제까지
448,갓서영이냐고
449,묻냐면
450,대답해주는
452,인지상정
455,갓서영은
456,영원한
457,갓서영인것이
458,국룰임
460,근데
462,볼거
463,같다니
464,다행이다
465,요즘
467,자존감이
468,바닥이죠
473,학년은
474,학년인데
475,소융
476,학년
477,수준이야
478,엉엉
480,으아
481,내일이다
483,벌써
484,학년이야
487,아니야
489,수준
490,높음
491,내가
492,알아
494,아는
495,것도
496,많잖아
498,부럽다리
499,나는
501,까먹은
505,그리구
507,나의
508,기운을
509,받아서
510,수능대박나길
511,기원할게
514,퀄리티라서
515,쏘리
518,승하야
519,진짜
520,고마어
522,포토샵
523,천재구나
524,갓승하
525,크크
526,승하야
528,혹시
529,선대
531,있어
532,아유
533,갓승하라뇨
534,천재는
535,맞는듯
537,농담이구
540,선대책
541,있어
542,흐흐
543,헐헐
544,나한테
545,팔아라
546,승하야
548,선대
549,계절학기
550,들어야대
557,미적이랑
558,선대
561,줄게
562,미적도
563,줄게
564,근데
565,미적
566,분권해서
567,일단
568,집에
569,가서
573,찾아놓을에
574,놓을게
577,아냐
578,아냐
579,승하야
581,미적
582,재수강이라
583,있어
585,디쁠
587,드랍
588,했거든
590,에그
591,드랒
592,드랍
593,미안
596,꿀잼
602,선대
603,그냥
604,드림
605,그럼
606,제가
608,살게
610,오예
611,승하
612,지금
613,집인감
614,오져
615,따리
616,언제
617,보지
619,진주
620,진주
622,아니지
623,않아
624,아닌가
626,본가는
627,아님
629,누나
630,집에
631,놀러
633,써요
634,아항
635,월욜쯤에
636,서울로
637,올라갈
638,예정
640,그래서
641,금요일에
642,복귀니
643,그때까지
644,있을
645,예정
646,조타
647,예쓰
649,필요한
651,없니
652,교재
654,드립니다
657,아냐
658,아냐
659,선대만
660,줘도
662,조아융
663,소융
664,조아융
665,와우
666,하여튼
667,선대
668,챙겨서
669,갈게
671,근데
672,생각해보니
673,나도
674,미적
675,던졌는데
676,하하
677,고러면
678,으음
679,금요일
680,복귀면
681,네네
682,선생님
683,목요일은
685,힘든
686,가용
688,사랑니
689,빼서
690,목요일에
691,실밥
692,풀거든
693,그때부터
695,먹을
697,있어
701,으억
702,괜찮니
703,아프겠다
705,고생이
706,많다
707,목요일
708,가능
709,목요일
710,복귀
712,이니
714,모든
716,쏟아붓는다
717,원기옥
718,모아야지
722,조아조아
726,시반
730,같오
731,아하
732,아침
741,농담이구
742,그러면
743,좋겠지만
744,출근해요
751,출근이라니
752,아냐
753,별일
754,아냐
757,하는
759,없서
760,선배님
761,오키
762,오키
763,구럼
764,적어둔당
765,회기
766,오오
768,전적으로
769,믿겠습니다
775,어디
776,데려가지
777,흠냐
778,흠냐
783,귀여워
799,신기하네
801,승하
802,좋은
804,많이
805,갖구
806,있넹
808,아유
809,과찬이십니다
810,회기
811,좋다
813,내가
814,이번에
815,저번에
816,못간
817,곳들
819,데려갈게
821,대박
822,믿고
823,따르겠습니다
825,갓서영
826,만세
827,승하
828,정말
829,고런건
830,어디서
831,가져오는
832,거얌
841,여러분들을
842,위해서
843,준비했죠
845,흠냐
846,너무
847,투머치인가
848,자제해야지
851,아냐
852,아냐
853,기여어
854,으아
855,휴간데
856,머해
857,승하는
859,감사감사
860,아까
861,저녁
862,먹구
863,오락실
864,가서
865,신나게
866,놀다가
867,카페
868,갔다가
869,아트박스
870,갔다가
871,이제
873,와서
874,무슨
876,마스크팩
877,같은
879,써보는중
883,진주
884,롯데시네마
885,층에
886,있는
887,축구공
888,차기
889,신기록
891,냈다
892,아무나
893,갱신시키세요
894,축구
895,진짜
896,잘하네욤
897,승하
900,저런
901,오락실
903,오랜만이다
905,그치
906,그치
907,나도
908,너무
909,오랜만이라서
910,반가웠음
911,요즘
912,뭐함
913,갑자기
914,궁금함
916,미적
917,공부
919,선대공부
922,피폐하게
923,살구
924,있다
925,흑흑
927,공부
928,열씨미
929,하넹
931,나는
932,지금
933,용인
934,가는
936,목욜에
937,만나면
938,피폐하지
939,않게
940,해드림
942,아항
943,용인이면
944,학교
945,승하야
947,근데
948,토요일에
949,시험하나
950,있어서
951,아마
952,오래
953,못볼
955,같어
957,오뜨카지
959,서울이면
960,어느
961,쪽에
962,있어
964,내일
965,서울로
966,넘어가긴
967,하는데
968,서울
969,노원구
971,오래
973,봐도
974,괜찮
975,괜찮
976,보는
978,자체가
979,나한테는
981,의미가
982,있는
983,거임
985,아하
986,그러면
987,혹시
988,오늘
989,시간돼
990,오늘
991,시쯤
994,미안
995,오늘은
996,친척동생이랑
997,선약이
998,있어서
1000,아니면
1001,내가
1002,잠깐
1003,책만이라도
1004,갖다줄까
1005,오늘
1006,시쯤에
1007,아냐
1008,아냐
1009,승하얔
1011,내가
1012,약속
1013,바꾼건데
1014,그럼
1015,원래
1016,대루
1017,시쯤
1018,보자
1019,헤헤
1020,상관없성
1021,저녁
1022,먹짜
1025,내일
1026,괜춘
1027,휴우
1028,다행이다
1030,야쓰
1031,야쓰
1032,저녁
1033,먹고
1034,도서관
1035,갈라구
1037,퇴근
1039,지하철
1040,놓치면
1041,조금
1042,늦어질수도
1043,있어서
1044,넉넉히
1047,시반까지
1048,괜찮나용
1049,흐흐
1050,내가
1051,맛있는
1053,사줄게
1054,헤헤
1055,오오
1056,당연히
1057,괜찮지
1059,맛있는
1062,맛있는거
1063,생각만
1064,해도
1065,군침이
1066,도네
1068,오늘
1069,기대된당
1072,으으으응
1074,이제
1075,퇴근할
1077,같아
1080,여기
1082,서울
1083,중구
1084,예장동
1086,충무로
1087,역이야
1088,근데
1089,어디로
1090,가면
1092,회기역
1094,승하야
1095,배고플텐데
1096,동생이랑
1097,저녁
1098,먹구
1101,미안해
1102,흑흑
1104,달려가는중
1106,오키오키
1107,천천히
1108,와도
1111,여기
1112,밥이
1113,늦게
1114,나오네
1118,조심히
1119,오세요
1121,응응
1122,천천히
1123,먹어
1124,출발할
1126,알려줘
1127,출발
1128,지금
1129,동대문에서
1130,회기
1131,간다
1133,거의
1135,왔나용
1136,회기다
1137,반갑다리
1138,오옹
1139,출로
1143,나왔습니다
1144,오늘
1145,너무
1146,고마웠엌
1148,맛있는
1149,밥도
1150,먹고
1151,학교도
1152,구경시켜주고
1154,덕분에
1155,힘내고
1156,가겠습니다
1157,너도
1158,힘내라
1160,아아
1165,근데
1166,긴머리도
1168,어울리시군요
1169,하하
1180,고마워요
1181,나두
1182,힘난다
1183,책도
1184,진짜
1185,고맙구
1186,흐흫
1188,어울린다고
1189,해주서
