,chat
0,서영
1,바빠
2,자나
4,물리
5,치료기는
6,여기에
9,아빠
10,씨티카드
11,아직
12,있어
15,대박
16,씨티카드
17,할인해준대
19,친구
20,생일선물
22,내가
24,줄게
26,아빠
28,수강신청하고
29,싶으면
30,이거
31,하래
33,진짜
34,화나지
35,않아
37,등록금
39,내고
40,다니는데
41,수강미
42,완료가
43,뭐여
44,아니
45,이게
46,사람들이
47,많이
48,신청해서
49,교수님이
50,수강신청을
51,막앗어
52,그래서
53,저렇게
54,수강자를
55,뽑겠대
56,미친
58,아님
59,너도
60,내야
61,하는겨
64,아빠
66,가면
67,보내주라
68,잠만
69,씨티카드
70,일반
71,결제
72,인증번호는
73,입니다
74,아빠
75,진료
80,약관에
81,싸인하래
88,했엉
89,집에서
90,저녁
91,먹어
92,이따가
94,지금
95,대치동이다
96,아빠
98,밥은
99,맥날
100,먹엇어
101,그려
102,고생해
103,수학의
104,왕도
105,백업해놓은
106,파일
107,이메일로
108,보냄백업은
109,필수
110,생활화
111,스프링
112,제본할꺼면
113,복사집에서
114,다듬어달라고
115,하면
116,되고
117,떡제본으로
118,원래대로
119,할꺼면
120,아빠가
121,가능
122,아빠의
123,제본을
124,원하면
125,미리
126,알려줘
127,도구
128,갖고
129,퇴근하게
131,흐으으음
132,머지
133,저게
134,서영이는
135,아닌가보네
137,이메일
138,보냈어
140,봐봐
141,순서가
142,어떻게
143,된거야
144,아래가
145,먼저
147,사람이
148,빨간색
149,보내서
150,아빠가
151,한국
152,살아서
153,못해요
154,이런
155,거야
156,글치
157,전화를
158,하자고
159,하잖어
161,그래서
163,사람이
165,링크에
166,아빠
167,번호
168,남겨주면
169,지들이
170,전화하겠다는데
171,아빠가
172,전화를
173,못건다고
174,해서
175,아빠는
176,전화상으로
177,얘기할
179,없다고
180,말하고
181,싶었던
182,건가
183,그래서
184,채팅을
185,했어
186,엉엉
187,채팅에서는
189,문제가
190,없다는
191,식이더라고
193,문제가
194,있다는
195,얘긴간
196,근데
197,대화상대가
198,모두
199,달라
201,그러면
202,이메일
203,보낼
204,때마다
205,랜덤이야
207,갠찬타
208,아닐까
209,그러면
210,문제
211,상황
212,모르고
213,그냥
214,그리고
215,현재
216,상태에서
217,반송
218,택배비만
219,환불
220,진행
221,중이고
222,매뉴얼대로
223,물건
224,값은
225,아직
226,이거든
227,그게
228,문제가
229,있단
230,얘긴가
231,나는
232,모르지
238,아빠가
239,문의를
241,했는데
243,읽을
244,시간이
245,없어
246,물건은
247,아마
248,존에
249,반품
250,되었는데
251,진행이
253,되서
254,그러면
255,아빠가
258,알아볼께
260,근데
261,영어의
262,문제가
263,아니라
