,chat
0,진창쓰
1,데마
2,수강신청
3,열지
4,말라
5,그랬대여
6,월요일에
7,수업
9,와서
10,자기가
11,받는다고
21,이미
22,나와는
23,멀어진
24,사람이지
25,오티
26,어때
27,오빠
28,오티
29,이번
30,주에영
31,헤헤
33,서영카
34,끌고
35,돌진해서
36,깽판치려구
41,끌고
42,갈거야
44,같이
47,없어서
48,못감
56,오빠
57,혹시
58,이번
59,졸업식
60,가세요
61,아마
63,아님
65,다음
66,주구나
68,오빠
69,일주일
70,빨리
71,사시는
77,너도
78,오니
79,데마
80,수강신청
81,안받는다
82,그랬지
87,전공기초
88,안열어주고
89,정정때
90,잡으래여
91,말이야
92,방구야
94,데마
95,듣게
96,생겼네
97,오예
98,오빠
99,금공
100,들어여
101,버릴려고
102,그거
103,하나
104,때문에
105,화목
106,국캠
107,가는
109,오바인듯
110,차라리
111,데마
112,듣게
113,데마
115,모션
116,그래픽
117,놓침
118,오예
119,근데
120,받아줄지
121,의문
123,그거
125,과담을
126,저번에
127,우리
128,너무
129,수업
130,안들어서
131,엄청
132,많이
133,해서
134,이번에
135,그렇게
138,같은데
140,정원이라는데
141,구십
142,몇명
143,신청했거든여
144,그래서
145,약간
146,우선
147,순위두고
148,자기가
149,받겠다
150,이런
152,아닌가
153,몰겠움
155,개에바
157,기준으로
158,뽑아
159,그럼
160,학년
165,근데
166,저의
167,추측
168,임다
169,데마
171,잡으면
173,듣지
174,데이터센터
175,프로그래밍
176,주웟는데
177,오빠
178,군대
179,택배는
180,맨날
181,안찾아가요
182,군필분들
183,도와주쎄여
184,맨날
185,찾진
186,않죠
187,자기가
188,직접
189,가서
190,찾는
191,거에요
192,그럼
193,서프라이즈
194,절대
195,불가
196,간부
197,통해서
198,행정반에
199,전달
200,서프라이즈
201,가능할
202,수도
203,있지
204,날짜
205,맞추는
206,계획이면
207,무리할
208,수도
210,이러케
211,뜨면
212,오늘
213,찾아가는
214,날이
215,아닌
218,왔다가
219,빠꾸
220,한거
221,같은데
222,내일
223,온대
224,저기는
225,우체국
226,안에
227,있어서
228,직접
229,찾아가는
230,거래여
233,들킴
234,오빠들
236,학점
237,밖에
238,못담아
239,써여
242,아니이이
243,전공기초
244,두과목
245,담아야
246,하는데
247,학년
248,우선이라고
249,전학년
250,때도
251,안열어준대요
252,정정때
253,알아서
254,담으라는데
255,말이야
256,방구야
257,복전생
258,전과생
259,어케여
266,교수님께
267,비벼야지
