,chat
3,공부
4,언제해
5,안해
7,록아
9,용처리
10,부대주소
11,알아
13,내가
14,알아와
16,키득
19,담을
21,있는게
22,알아서
23,뭐하게
24,이거
25,밖에
26,없어
28,보내게
29,어어어어엉
30,용철이
31,진급해
32,이번
33,달에
36,있는
39,노래밖에
40,없다
41,먹을거라도
42,보내주게
50,많이
51,나와서
52,사먹던데
61,컹쓰
63,없는
65,보소
70,록아
71,졸업식
74,졸업해
75,아니
76,이번에
77,졸업하자
79,선배들
81,못들었는데
82,이번에
83,누구하냐
85,딴사람은
86,모르고
87,켱준쓰
88,해서
89,갈라고
90,했는데
91,언젠데
92,원래
93,졸업식하면
94,오라고
95,공지하는데
97,없네
98,일일걸
100,그럼
101,못가
110,나도
111,못사
114,그때
115,창석이
116,휴가라
117,뭔데
118,놀아야
122,아니
124,가면
126,그날
127,제주돈데
134,두현이
135,오빠
141,졸업
142,안해
143,이번에
145,오빤
146,아직
147,멀엇지
148,아늠
149,나도
150,몰라
151,근데
152,내가
153,알겟니
154,졸업식
155,가겠지
156,그럴
157,수도
158,그럴둣
160,남친한테
161,부탁하면
164,꿀잼
166,미래
167,남친이나
168,챙겨
171,없어
173,빡치네
175,미팅
176,나갈것
180,록아
182,얘길
183,들어바
184,해바
185,내가
193,초콜릿을
194,보냈어
195,창석이네
196,부대로
199,근데
200,내가
201,카드를
202,적어달라고
203,부탁드렸단
204,말이지
205,내가
206,픽업하기
207,힘들어서
208,바로
210,보낼라고
211,그래
212,그래
214,근데
215,사진
216,받았는데
217,인을
218,빼먹으셨단
219,말이지
231,아니
232,아니
233,근데
234,카드도
235,직접
236,구해주시고
237,글씨도
240,예쁘게
241,써주심
242,초콜렛
243,집에서
245,발렌타인을
246,모르네
257,아니
258,주문
259,진짜
260,많았거든
261,저기
262,뭐람
263,그래서
264,정신
265,없으시긴
266,하셨을
269,아니
270,근데
272,웃기지
273,않냐
274,발렌타인데이
275,헷갈리셧나
277,택배
278,왓대
279,가지러
280,나가야징
282,근데
285,이런
286,귀걸이나
287,커프스
288,찾고
289,잇거든
290,보면
291,말해줘
292,저거
293,많을
295,같은디
298,찾아볼까
299,해서
304,근데
305,여기
306,초콜릿
307,내가
308,먹고
309,싶다
310,로이스맛일듯
313,이게
314,설마
315,내가
316,아는
317,우리가락
319,미친
320,안엊어지고
321,난리
334,근데
335,이거
336,배분이
337,순데
338,그럼
340,생각에
343,그치
344,아싸
345,학점
346,삭제
347,간다
348,예술이
350,배분으로
351,바뀐다고
352,그랫자나
353,안될
355,같운뎅
357,진짜
359,훔타
360,아까
361,저나
362,했는데
363,안받오
365,왕십리
366,살까
367,안비쌈
370,알아보면
371,안비싸다는데
372,몰라
373,엄마가
374,얘기함
375,근데
377,월에
378,구할
383,기네
384,집들이
385,선물
386,사가께
390,기대할게
392,우리집
393,스탠드
394,놓고
395,갈건데
396,필요
397,없짚
399,긴거
402,놓고
403,갈라고
405,쓸래
408,올려줄게
412,이번주
413,토욜에
414,감사합니당
415,책장
416,그런건
417,그건
419,패스
421,덕질존
422,하셈
431,너무
436,미친
437,신발장도
438,가져
439,잇으면
440,가야겠네
441,쓸수도
442,잇겟지만
444,신발장
445,두고
446,가야지
449,신발장도
450,필요없지
451,다버리네
452,그건
453,기억이
454,안나
456,저기
459,나무
460,새집에
461,신발장이
462,잇엇느닞
463,없엇는지
