,chat
0,안녕
1,홍홍
2,큰세븐에서
3,만나유
5,이거
6,풀어쥬라
7,모래는
8,잡으려
9,하면
10,할수록
11,한알
12,한알
13,놓치게
14,되는
15,우리의
16,옛추억들과도
17,같기
18,때문에
19,쌓으려
20,해도
21,쌓을
23,없어
24,이게
25,문과다
26,취해서
27,그럼
28,고임
29,용처리가
30,보고
31,싶어
32,부대로
33,저나
34,했지만
35,아무도
36,없었다
38,여기
39,있음
40,지만
42,나온
43,진하고
45,용철
47,글램핑
48,땅땅임
49,캘린더
52,그때
53,휴가
54,나오고
55,나랑
57,서재페
58,가자
65,글램핑
66,멤버난
68,멤버
69,엄청
70,따지는
71,깐깐하고
73,바쁜
74,사람이
77,매니저
78,팟이얌
82,혜란
83,수현
85,오케이
86,땅땅땅
87,민선
88,지현
89,누리
90,초록
91,아잉
92,근데
96,쓰니까
97,어색햄
98,안쓸랭
102,빠빠이
103,모야
104,모야
106,잠깐만
109,오늘의
110,큐티뽀
112,서영
113,봐주구
116,보란거야
120,토요일
121,미쳤는데
122,장범준
123,에픽하이
128,프사랑
129,표정
130,똑같구요
131,수업
132,존버
133,컨텐츠
134,떨어진다
135,용용아
136,용용아
137,용처라
138,홍하
139,야야야야
140,대지야
142,자바이
143,딴거
144,도대체
145,누가
146,만든거임
147,개빡치네
148,이야
152,똥새
153,재밌는
155,하넹
156,재밌네
157,영어랑
158,한글이랑
159,숫자
161,방금
162,라니
163,만낫오
164,용용이
165,라니
166,만나기
167,힘든데
169,좋네
178,용처라
181,먹엇는데
182,단속
183,없으라고
184,빌어줘
185,여태
186,한번도
187,없었으니까
188,없겠지
190,얌먀얌먀
191,왬마
193,똥새야
194,보고
195,싶어요
196,나도
197,나도
198,저거
199,눈썹
200,예쁘네
201,자기애
202,진짜
203,짱이다
204,그게
206,니가
207,그린
208,건데
210,맞네
211,그날이네
215,얼굴
216,빵빵한게
217,너무
218,돼진데
219,블리용
220,러블리용
222,일에
223,휴가
224,나올거징
231,마지막
232,사진보니
233,살짝
234,고민
236,너무해
237,얼른
238,나랑
239,코노가서
240,방탄
241,노래
242,불러야
244,용철
247,내꺼임
249,나도
250,거기서
251,다섯번
252,돌려봄
259,용철
261,지민이로
262,갈아탔어
264,도입부에서
265,일단
266,정체
267,진짜
268,미친
269,목소리야
270,보석이야
271,그낭
272,미쳤어
273,아니
274,근데
275,춤은
278,그렇게
281,마음
283,가져가
284,아주
286,아니
287,애들이
288,외국물
289,먹더니
290,고급스러워
292,기억속
293,방탄은
294,콘서트가
295,보고
296,싶다
298,뭐냐
305,삼포세대
306,오포세대
309,육포가
310,좋으니까
311,육포세대
312,그거
313,개극혐인데
314,진짜
315,담토에
316,이랬던
317,방탄이
318,맨날
319,나옴
320,담토
321,가봤나봐
322,제가요
324,그런
325,소릴
326,했나요
327,어우야
329,나가
330,아닌
332,같은데
333,용촐
334,무조건
335,나오세요
336,여자들끼리
337,딥토크
338,하는
339,날이란
340,말야
341,용촐
342,요즘
343,술조절해서
344,마시눈데
345,어떡하냐
347,요즘
348,이잖아
349,그건
350,미래야
352,아하
353,그럼
355,앞으로
356,병만
357,준비해
358,용철
360,삼일
361,밤새서
362,프로그래
364,프로젝트
365,냈다
366,진짜
368,원래
369,인생이
370,그렇게
371,힘든
372,거야
374,무서워
375,여기서
376,살래
384,이번
385,학기
387,안나올지도
388,몰라
389,용철아
390,그럼
391,다음엔
392,일밤새면
395,꿀팁이네
398,뿌듯해
407,아미
408,아니냐
410,맞음
411,용용아
412,우리
413,힘내자
414,내가
415,행복해야
416,내가
417,좋아하는
418,사람들이
419,행복한
420,거랬오
421,힘들
423,쉬어가세요
424,용철아
426,어짜피
427,학교
428,다니면
429,나처럼
430,달려야됨
434,있을
436,쉬세요
439,고마워
440,학교
442,년만
443,쉴게
446,나도
447,그러고
448,싶다
449,지금
450,머리
451,개아파
453,아이
454,맥살꺼야
455,이번에
456,나온거
457,갑자기
458,원래
459,살라고
460,했었어
465,구경할래
466,똥새야
467,우리
468,힘내쟈
471,무서워
472,바이트라
477,용철
479,너무
480,졸려
483,밤샘
486,안샛오
487,미적
488,문제
489,중에
490,목표치
492,풀기였는네
493,달성한
496,개웃기네
497,기특해
498,용텨라
499,내가
500,각재
501,봤는데
502,내가
503,셤이
504,일에
505,끝나니까
507,뒤로
510,있는데
511,그러면
512,일에
514,평일
515,외출서
516,나와서
517,같이
518,저녁
519,먹고
521,복귀하면
524,같은뎅
526,그러면
527,진짜
528,세시간
529,보거든
531,다른
532,방법은
534,주말에
536,안해서
540,갠차는데
541,그러면
543,담주에
544,짜피
545,만나잖아
550,시험
551,진짜
552,겁나
553,늦게
554,끝나네
555,용텰
556,보러
557,가야
558,하는디
559,주말에
561,하루
562,나가지
564,일은
568,그날
569,여행가요
570,제가
571,그래서
572,애매띠띠
573,어린이날에
574,어린이답게
575,놀면
576,좋은데
578,셤잼
579,내가
580,일에
581,갈까
582,했는데
583,이날
584,셤이
585,저녁
586,시임
590,진짜
591,총체적
592,난국
593,스케줄이네
598,고냥
599,바쁜
600,사람이네
605,펜스를
606,택했다
608,편하게
609,보겠다
610,오야
611,위치
612,좋은데
613,갬절탱
615,진짜
616,가깝네
620,용철아
622,빳팅이야
624,편은
625,짱마
629,절대
630,기안죽어
631,아무한테도
632,흐흐
633,빠샤
636,내가
637,응원해
638,졸려
639,용철
643,맞은듯
644,헤헤
648,갓갓이다
650,과목이야
651,운영체제
655,족보
656,가져
658,이야
659,너무
660,좋다
662,과목
664,들어야지
675,군대보다
676,힘들대
679,용용
680,우리
681,남혐했어
684,업적
685,달성
686,추카룽
687,똥새야
688,우리
689,설캠
690,축제때
691,화요일
692,싸이고
693,목요일에
694,잔나비래
695,수요일은
696,디피
697,알라
698,이브
699,볼싸도
700,온대
703,휴가
704,나와랏
706,미친
707,잔나비
708,우리
709,정훈이
713,언젠대
714,개어이
715,넙메
716,누가
718,정훈이
719,형이야
721,개웃겨
722,몰랐냐
723,우리
724,그런
725,사인거
728,아니면
729,이얌
731,창석이한테
732,얘기하지마
733,창석이
734,미쳤네
735,운다
736,진짜
740,내가
741,말했는데
743,뒤로
744,얘기하지
745,말래
754,볼싸는
755,예전에
757,물어뜯기
758,꼬집기
759,어쩌구
762,한번
763,보는데
764,마자
765,우리
766,외대가서
767,같이
768,봤나
769,볼싸
770,국캠도
771,온대
772,국캠은
773,어쿠스틱
774,콜라보
775,에릭남
776,흠냐
780,비치
781,아이들
783,정도
785,오늘
786,당한
787,수치플
788,이름
789,없이
790,서영이
791,찾기
795,개웃걐
797,저렇게
798,소속까지
799,나왔어야
800,했어
803,용철
804,윈튼
805,마살리스
806,이분이랑
807,브래드
808,멜다우
809,트리오
810,지이이
811,인짜
812,개유명하대
813,앞분은
814,트럼펫
815,뒷분은
816,피아노
817,수민
818,오빠
820,일단
821,전문가픽
822,믿고
823,가자
829,신나구
832,그때
834,입을지
835,벌써
837,골라놨어
838,예쁘게
839,입고
840,가야지
842,입을고야
843,용철
844,맞추자
845,우리
846,힙하게
848,나는
849,뭐랄까
851,심플하지만
852,약간의
853,포인트를
854,줌으로써
855,나는
856,무심하게
857,힙하다
859,느낌을
860,표현하려고
862,너도
863,나와
864,함께
865,하겠니
874,웃겨
875,힙해보자
876,우리
877,똥새야
878,일단
879,머리
880,속에
881,나는
882,힙하다
883,자기
884,세뇌
887,저거
888,타임
889,테이블
890,자세히
891,봤눈데
892,루디멘탈
893,있는거
895,알았네
896,누군진
897,미쳐다
898,모르지만
899,정말로
900,아냐
901,아냐
902,똥새가
904,좋아하니
905,너도
907,알아
908,최고다
911,노래
912,한두개
913,바께
914,모르는데
915,기다려바
916,너도
918,알아
920,오키
921,야야
923,탐테블
924,여기다
925,올려주라
934,일단
935,이거
936,한번
937,듣구
938,마음의
939,평화
940,되찾자
946,그럼
947,어디
948,가야해
949,미치겠어
950,하나도
951,놓치고
952,싶지
953,않은데
956,일단
