,chat
2,왜애애애애
3,나가자
4,정수쓰
5,헤헤
7,다른
8,두명은
9,물어봤어
12,잡으면
13,할듯
14,아아아아아
15,오빠
17,설레서
18,공부를
19,못하게써
20,창석이
21,휴가
22,일주일도
23,안남음
26,그리고
27,초콜릿
28,예약해둬
31,호구짓
32,징짜
35,홍호구
36,호구
37,호구스러움
38,여전하구
40,나는
41,초콜렛
42,그렇게
44,좋아하는데
45,고마워
47,그러면
48,내가
49,구하면
50,바로
51,초대해
53,구해써
54,오빠
55,오빠
56,근데
58,오빠거
59,사실
60,줄라
61,했는데
62,오빠
63,초콜릿
64,안좋아하
68,그냥
69,딴거
70,주는
72,낫겠다
73,오키욤욤욤
74,아니아야
75,아니야
80,초콜렛만
81,먹고
82,살아
86,아닠
88,안주겠다는
90,아니라
91,아아아아
92,당연히
93,주는데
94,초콜릿은
95,오빠
96,운동하는데도
97,괜히
98,방해될거가
100,아냐
101,아냐
103,초콜릿
104,운동할
106,많이
107,먹음
110,서영아
111,너는
112,그럼
113,멤버
115,구한거야
116,응응응
118,세명팟은
119,언제나
122,오빠
123,초콜릿
124,그럼
125,어떤
126,종류
127,조아해
128,해애애애
129,오빠
130,우리끼리는
131,방팠어
132,레디요
133,구게
135,노는
136,애들
138,아님
139,연애
145,아아아아아
146,여기
147,팟은
149,얼빠야
156,근데
159,놀아
161,오빠
162,근데
163,고대
164,경영에
165,군대
166,간애중에
167,서강준
168,닮은
170,있다는데
171,실화야
172,내가
173,서영아
174,그걸
175,어케
176,알아
178,관심도
179,없다
181,얼빠라
183,오빠
184,네트워크는
185,예쁜
186,분들만
187,있는
188,거야
193,오빠
195,저번에
197,고대
198,갔었을때
200,설명
201,어케
202,하지
203,약간
204,밤에
206,켜지고
207,뭔가
208,노상까기좋은
210,있던데
211,거기
212,뭐라구
213,불러
214,밖에서
217,정도는
219,어때
224,정수오빠
225,열일하네
226,오빠
228,잠만
229,지금
230,인강
231,들어서
233,오빠
234,근데
237,거꾸로
238,한게
239,뭘까
240,문송합니다
241,쟤네
242,어떥
243,인강
244,끝나고
245,얘기해줘
247,아냐
248,오빠
250,고고
251,하자
253,조아
254,조아
256,조아
257,사실
258,스피디하게
259,갑시다
260,그럼
262,세분
264,두분인가
265,오빠두
266,나오는
267,고지고지
268,기두려봥
271,진짜
273,왜왜
274,가자
275,가자
279,일단
280,최대한
281,구해볼게
283,쟤네
284,둘은
285,잘생겼어
287,응응으
288,인상도
290,좋으시다
292,명은
293,학교
294,홍보대사
295,출신이고
298,처음
299,보여준
302,번째
303,애도
304,진하게
305,잘생겼어
306,어엉엉
307,근데
308,미팅
309,하신대
310,응응
313,한다고
314,했엉
315,우앙
316,오빠
317,동기야
318,응응
320,명만
322,구해볼게
325,동기
329,오빠
330,안노아
334,설레
339,아아아아
340,오빠
342,오늘
343,수강신청
345,반이다
346,키키
368,백문이
369,불여일견
370,서영이는
371,오늘
373,먹었어
374,오빠
375,들어바바
376,내가
377,오늘
378,수강신청하느라
379,아침에
380,운동
381,못갔거든
382,무튼
383,그래서
384,점심에
385,닭가슴살과
386,샐러드와
387,두유를
388,먹어찌
389,근데
390,그래놓고
391,저녁에
393,컵라면
394,이랑
395,만두
396,먹었어
398,반성합니다
409,저녁
410,너무
411,맛있었겟다
412,운동은
413,아침에만
415,정수
417,엉엉
419,저녁은
421,애매해서
422,오빠
423,수강신청
424,언제야
428,전공
429,서러워서
430,못하게따
436,수강신청
438,했어
439,나는
440,다음주
441,화요일
443,이번에
444,학점이라
445,되게
446,널널해
448,이제
449,인턴도
450,끝나간다
452,홍서영님이
453,선물과
454,메시지를
455,보냈습니다
456,정수우우우
457,해피
458,발렌타인이야
459,오빠
460,항상
461,고맙고
463,고마웡
466,운동
467,끝나구
468,하나씩
469,집어머거용
471,녹차
473,좋아해서
474,녹차
475,골랐는데
476,오빠
477,녹차
478,좋아할지
479,모르겠네
481,싫어도
482,많이
483,먹어
484,퍄퍄
485,퍄퍄
486,와서
487,영아
489,너무
490,너무
491,고마워
492,으아아아아아아아아아아
493,너무
494,너무
495,고마워
496,운동하기
497,전에
499,서영이
500,생각하면서
501,아껴
502,먹을게
504,얼른
505,내일
506,봅시다
511,에고
513,갑자기
514,아프셨나
