,chat
1,현비낰
4,오늘
6,열어줘서
7,잡을
9,있는
12,개밖에
13,없어따
15,내일
17,인나야해
18,너는
19,내일
20,수강신청해
22,슬프네
23,나도
24,내일
25,일어나야해
26,재수강
27,잡아야
28,해서
29,현빈아
30,잘했엉
31,나는
32,전공기초
33,안풀어준다고
35,정정때
36,잡으래
38,학년
39,우선이라고
40,다전공은
41,학년이랑
42,똑같은데
44,이놈의
45,학교구석
47,어떻게
48,그럴
50,있지
53,일단
54,경커
55,재수강
56,해야
59,빼고는
61,잡았어
62,우아
63,잘해
64,따아아
65,인스타에서
68,같은데
69,노공강
71,응응
73,일단
74,이렇게야
81,현빈
82,잼께
83,여행하구
84,이써
85,나는
86,노로바이러스
87,걸려서
88,어제
89,내내
91,토하고
92,기절했다가
93,이제
94,정신든다
96,조심해
99,괜찮아
100,서영아
101,어쩌다
102,노로
103,바이러스
104,걸려버렸데
105,친구한테
106,옮은
108,같옹
110,조심해
112,언제
113,한국와
115,그랭
117,어제
118,와서
119,지금
120,서울이얌
123,가서
124,많이
126,사왔어
128,갔을
131,진짜
132,많이
133,사왔는뎅
134,응응
135,건망고랑
136,밀크티랄
137,이것저것
138,사왔지
140,서영아
141,우리
142,저번에
143,연남동
144,맛집
145,갈려다가
146,못간
148,이름이
149,뭐였지
151,친구가
152,물어봐서
153,내가
154,분위기
155,좋다고
156,했었거든
157,현빈
158,쓰으으으으
159,거기
160,밀라노식당
162,거기
163,진짜
164,나도
165,너무
166,가고
167,싶다
169,친구도
171,얘기
172,듣고
173,갔다
174,왔는데
175,맛있대
178,예약하고
179,갔대
180,얘는
181,예약하구
182,가라
183,해욘
184,너도
185,못가보고
186,나도
187,못가봤는데
188,우리
189,친구들만
190,맞아
191,자아
193,가네
194,그니까
200,고맙다
202,말해주고
203,슬퍼해야지
205,담에
206,가쟈
207,거기
208,뇨끼도
209,판대
210,그니까
212,언제
216,잡아야
218,가보다
219,못가본
220,곳은
222,가보라고
223,했어
224,시간표
225,정해졌어
226,으으으
227,으음
228,아직
229,학점이야
233,정정때
235,잡아야지
237,너는
240,근장
241,해서
242,일단
244,잡긴
245,했아
247,너도
249,잡을
251,있었으면
252,좋겠다
255,우아
256,근장
257,결국
258,하는구나
260,오늘
262,잡아따
264,이러케
265,됐엉
266,결국
268,다행이네
269,잘했어
271,이상한
272,교수님
273,수업은
274,결국
275,들어야
276,하지
277,현빈아
288,장요약이다
300,진짜
301,헬이네
302,바로
303,퀴즈
304,봐버리고
305,고생한다
308,저것도
309,아무것도
310,안알려주고
312,실력
313,테스트
314,그런
315,거래
320,쉽지
321,않네
322,한학기
323,어떻게
324,버텨
326,교수님
327,수업
328,다른
329,것도
330,있지
331,저거
332,하나야
337,근데
338,나중에
339,계속
340,봐야
342,분이긴
346,너는
347,괜찮았어
348,첫날
349,응응
350,오늘
352,수업
353,하나였어서
354,할만
355,했어
356,그것도
357,분만에
358,끝나긴
359,했지만
360,잘해따
361,잘해따
362,키키
363,근장은
364,하고
365,있어
366,응응
368,근장
369,하고
370,있는데
372,수금만
375,너는
376,이제
378,알바하는
380,없디
382,아항
385,알바
387,시간이
388,없오
389,현빈아
392,미적분
393,교수님
394,하루만에
395,나간양
403,구러게
405,이번
406,학기도
407,죽겠당
409,현빈
410,너는
411,들을만
413,그래도
414,나는
415,수업
416,들어보니까
417,괜찮더라
419,다시
420,적응하기
421,힘들겠네
422,인스타
423,어디
424,갔다
425,온거야
426,나는
427,너무
428,바쁘다
429,흐흐
430,현빈
432,나이키
433,페스티벌
434,진짜
435,재밌었오
436,헤헤
437,요즘도
438,운동해
440,엄청
441,재밌었나보네
443,하긴
444,하는데
445,자주하지는
446,못해
447,개강
448,초라
449,너무
450,바빠서
451,나두
452,너무
453,바쁘다
458,너두
459,고생
460,많다
463,현비나
465,경정시
466,박주석
467,교수님
468,들어
469,응응
471,그거
472,듣고
473,있어
475,어떻게
476,알았어
477,아니
478,아니
479,혹시나
480,해서
481,물어봤오
483,동기가
484,그거
485,듣는데
486,그거
487,족보있는
488,과목이야
489,물어봐서
490,나는
492,서영호
493,교수님
494,들어서
496,경정시가
497,족보가
498,있을
500,있어
502,족보는
503,없고
504,어차피
506,외워야
507,해서
508,교수님이
509,그리고
510,전년도랑
511,전전년도
512,기출을
513,애초에
514,시험기간에
515,올려주셔
516,아항
517,그렇게
518,전해주면
519,되게
521,고마워
522,흐흐
523,현빈쓰
525,알바는
526,안해
527,응응
529,근로
530,장학
531,하고
532,있어서
533,알바
534,안해도
537,근장이
538,알바
539,느낌이라
540,현빈쓰
542,수업
544,째고
545,설캠와따
546,크크크크크
547,지금
548,빠니니지롱
550,진짜로
551,머하고
552,있어
557,그냥
558,시간
559,보내기
568,후암
569,저녁에
570,레라
571,갈라구
572,올만에
573,설와서
575,난다
579,레라가
580,어디야
581,오랜만에
582,기분전환
584,하겠네
585,현빈
587,레라
588,갈라
589,했는데
590,거기
591,영업
592,안한대
593,근데
594,억울한게
596,살던
597,골목으로
598,이전한대
600,구래서
601,그냥
602,딴거
603,먹었오
608,다음에
611,진짜
612,내가
613,맛집
614,소개할게
616,본관
617,맛집
618,이현빈이네
626,나왔지
