,chat
2,친구가
4,많이
5,들어가서
6,아프대서
7,위로
9,올렸어
19,에에에엑
20,위로
22,올리면
24,들어가는
26,아녀
28,아니
29,아니
30,끝까지
31,올리지는
32,않구
34,바보다
38,으후
39,아직
40,아픈
41,거야
44,지금은
45,생리통
50,주해
51,우리
52,언제
53,만나
54,으구
55,몸이
56,왤케
57,안죠
59,나는
60,언제든
61,괜찮지
65,시간만
66,되면
67,홍서영님이
68,선물과
69,메시지를
70,보냈습니다
71,주해야
72,생일
73,너무
74,너무
75,축하해
77,이거
78,끼고
79,면접
80,가면
81,좋을
83,같아서
84,헤헤
85,행운의
86,목걸이다
87,임마
88,철썩
89,붙어버리기
90,요즘
91,많이
92,힘들지이이이
93,나두
94,정신없어서
95,연락두
96,자주
97,못하네요
101,끝나구
104,끝나구
105,언넝
106,잼께
107,놀자아
108,항상
109,고맙고
110,많이
111,좋아해
112,주해야
113,앞으로도
114,무병장수
115,나랑
116,오래
117,놀자
119,울쥬해
120,싸랑해
123,이엥
124,모야
127,진짜루다가
128,하고
129,갈거야
130,감덩적이야
131,미쳐
134,히잉
135,시험
136,때문에
137,스트레스였는데
138,서영이
139,덕분에
140,힐링이당
141,남넘
142,고맙구
143,진짜
144,빨리
146,보고
147,시포
148,애들이랑
150,항상
152,챙겨줘서
153,고맙구
154,누구보다
155,너한테
156,제일
157,고맙고
158,사랑행
159,정말
160,오래오래
161,평생
163,지내보쟈
164,떠영아
165,고맙당
168,주해야
169,넘보구
170,싶오
171,학교
173,힘들댜
175,생일
176,잼께
177,보내요요요요
178,스트레스
180,받지
181,말구
184,히이
185,이잉
186,아자아아아
189,서영아
191,공강없어
192,쥬해
194,금욜
196,쟈아아앙
197,담주
198,금욜에
199,서울
200,와라
205,가구
206,싶은데
207,금욜에는
208,프젝해야
209,될듯
211,허어어어엉
212,주해
213,보고
214,싶어
215,으악
216,모야
219,진짜
220,방학만
221,기다려
223,성호랑
224,되며
226,같이
227,보자
228,할라
229,했단
230,말야
231,성호
232,본다며
233,주해야
235,나도
236,보고싶다
237,오라구
238,재밌었어
239,그냥
240,여유
241,즐기다가
242,갔지
244,담에
245,너네집
246,갈거야
247,서울
248,야야
249,주해야
251,서울
253,성호
254,재영
255,성윤
256,이케
257,모였었는데
258,저번에
260,껴라
261,담에
264,꿀잼
266,갑자기
267,집들이
270,좋지
271,내가
272,뒤집어버랄
273,거야
274,이야
275,멋쪄
276,집들이
277,갈거라니까
278,이미
279,성호랑
282,못먹어서
283,회사서
284,가기로
285,했어
289,좋지
290,아니
293,먹어
295,그리고
297,집들인데
299,내가
300,못먹는거
301,사가
302,우리가
304,먹을
305,거니까
306,나쁜
307,놈들이네
308,정말
314,주해
316,어때
317,어이없어
319,좋아
322,일다
323,그날
324,애들한테
325,물어봐야지
326,와인
327,먹어야
328,되는데
332,와인이야
333,쏘맥이지
339,집주인
340,와인
342,병이면
343,나거든
344,인정한다
345,집들이
346,선물은
347,뭐야
351,좋지
354,이모티콘
355,진짜
357,빼라
358,그날
359,창석이
360,휴가얌
361,잘하면
362,여섯이
363,볼수도
365,벌써
366,재밌구만
367,창석이랑
368,그래서
369,사귄다고
371,친구지
374,알았어
375,그럴
377,있지
378,창석이
379,궁금하다
385,일단
386,재영
387,성호
388,성윤
389,된대
391,적어두
393,주해
394,나는
395,서프라이즈
396,선물로
397,나타나는
398,거야
399,창석이도
400,온대
402,주해
403,그럼
404,자고가
405,신난다
407,자고
408,가야
409,되지
410,않으까
411,조아조아
412,그때는
413,안바빠
414,원서
415,기간이라
416,괜찮아
418,그래서
419,일에
420,보는
421,거얌
423,주해
424,와유
425,크크
426,근데
427,천안에서
428,올라오는
429,거야
430,그래야지
432,몇시에
433,만날꺼야
434,우리
435,저녁때
437,근데
439,천안에서
440,올라오면
441,디게
442,애매하네
444,흐음
446,어찌
447,해야
448,되나
449,어쩔
451,없징
452,주해
453,담에
455,나랑
456,성호랑
457,셋이
458,볼래
459,밤에
460,보는데
462,천안에서
463,서울까지
464,오면
466,빡세다
467,담에
469,시간
470,넉넉하게
471,회기말구
473,편한데서
474,보자
475,내일
476,애들
477,올지
478,말지도
479,약간
480,애매
484,그리고
485,담주에
486,내내
487,천안이라
488,구래
489,구랭
490,주해얌
491,보고싶오
492,낵아
495,국시
496,준비
497,하나요
498,대충
500,열심히는
501,아니지만
502,주해
503,모해
505,전라도
506,갔다가
507,천안가는
509,학교
510,행사
511,중이야
513,잠옷이랑
514,디푸저를
515,고르는
516,거얖
523,가격은
524,같아서
545,말고
546,여러
548,있어서
550,내가
551,봤던거
552,귀엽다
573,아님
574,이거
576,긔엽지
578,잠옷하자
581,구러까
582,뜌해
583,형선이까지
584,셋이
588,잠옷
590,이케
591,하기
592,루랫
593,하까
595,그래
596,그래
597,그래
598,어어엉
599,재훈이가
600,시련이
601,사주라고
603,줬데
605,케이크는
606,형선이가
607,가져온대
608,오케이
609,이이잉
613,골라봐
614,주해
616,미안해
617,서영아
619,늦게
620,봤어
621,이미
622,결정했지
626,형선이랑
627,골랐슈
628,잘래
632,주해얌
633,시여니
634,선물
635,원씩이라
636,니가
637,나한테
639,보내주면
640,될듯
641,오케이잇
642,원을
